# 0.000120768, 0.000222867, 0.0439935, 0.00440544, 0.00414823, 0.00477218, 0.00368659, 0.00423518, 0.00387601, 0.00427084, 0.00390074, 0.00384013, 0.00465688, 0.00421295, 0.00383387, 0.00396511, 0.00448309, 0.00451853, 0.00408394, 0.00480444, 0.0042595, 0.00406013, 0.00426787, 0.00420763, 0.00368103, 0.00411337, 0.00478578, 0.00416777, 0.00402559, 0.00412703, 0.00399088, 0.00380165, 0.00458992, 0.00394191, 0.00394253, 0.00359718, 0.00392568, 0.00421804, 0.00450656, 0.00440335, 0.0042981, 0.00421474, 0.00399309, 0.00400354, 0.00387754, 0.00403912, 0.00399448, 0.00412392, 0.00389983, 0.00386398, 0.00370938, 0.00402449, 0.00346684, 0.00383203, 0.00417619, 0.00450286, 0.00417922, 0.00405922, 0.0043243, 0.00455338, 0.00378713, 0.00426034, 0.00429953, 0.00448832, 0.00459876, 0.00535951, 0.00373697, 0.00380452, 0.00402457, 0.0035282, 0.00319751, 0.00329132, 0.00330524, 0.00385341, 0.0034746, 0.00347731, 0.0037598, 0.00402071, 0.00332063, 0.00410309, 0.00405427, 0.00394942, 0.003871, 0.00377359, 0.00357643, 0.00355602, 0.0033589, 0.00339256, 0.00382966, 0.00417537, 0.00356868, 0.00344387, 0.0034934, 0.00346969, 0.00397107, 0.00341939, 0.00341838, 0.00350977, 0.00378135, 0.00331669, 0.0033655, 0.00382636, 0.00364361, 0.00351746, 0.003687, 0.00366962, 0.00368738, 0.0037017, 0.00311664, 0.00365724, 0.00350518, 0.00384062, 0.00316549, 0.0033301, 0.00338859, 0.00349613, 0.00363605, 0.00378407, 0.00419468, 0.00365939, 0.00349662, 0.00340357, 0.00359371, 0.00372045, 0.00346825, 0.00360151, 0.00374261, 0.00398204, 0.00413571, 0.000402773, 1.5821
-5211.06,0.958292,0.379253,4,15,0,5271.48,0.607624,0.434494,0.697451,0.302549,1.71588,0.349803,1.90812,0.187931,1.80259,0.338746,1.86673,0.717848,1.76827,0.883136,1.6265,1.03268,1.5458,1.15743,1.44227,1.36155,1.35954,1.5425,1.25749,1.58401,0.968263,1.6372,0.907027,1.72492,0.73791,1.82483,0.519347,1.88473,0.448845,1.90789,0.192025,1.9892,-0.0510445,1.91868,-0.22954,1.82921,-0.428586,1.83531,-0.580101,1.79728,-0.888899,1.70328,-1.03536,1.66107,-1.21346,1.44926,-1.45989,1.28385,-1.67169,1.3414,-1.51701,1.11988,-1.58859,0.89402,-1.64329,0.839006,-1.64451,0.700341,-1.72863,0.503909,-1.84609,0.332086,-1.81568,0.0979472,-1.93519,-0.188568,-1.8284,-0.201704,-1.74832,-0.462571,-1.59905,-0.774486,-1.56128,-0.751657,-1.39879,-0.875332,-1.54807,-1.04715,-1.53664,-1.32243,-1.36602,-1.43705,-1.17191,-1.59707,-0.863187,-1.53929,-0.709494,-1.74002,-0.728268,-1.86126,-0.487078,-1.90925,-0.314492,-1.99388,-0.21293,-2.01951,0.119722,-1.99339,0.424704,-1.83365,0.602964,-1.87076,0.696754,-1.72617,0.904195,-1.68141,1.05526,-1.64855,1.35101,-1.42629,1.23731,-1.35608,1.39234,-1.17618,1.59663,-1.16251,1.59054,-1.00264,1.76813,-0.844441,1.84837,-0.671621,1.79326,-0.512424,1.92968,-0.220768,0.547389,0.00162537,0.450985,-0.360323,-1.19551,1.13734,1.17635,-16669.3,-16690.8,-44662.4
-5220.26,0.827565,0.379253,4,15,0,5276.55,0.620005,0.420142,0.575198,0.424802,1.69599,0.269269,1.76343,0.268106,1.836,0.432553,1.85736,0.757193,1.91684,0.717075,1.72987,0.975353,1.59814,1.06727,1.51919,1.00429,1.42396,1.18195,1.1841,1.53006,0.843257,1.57392,0.866913,1.84121,0.761447,1.77652,0.599931,1.90659,0.257762,1.79836,-0.00174453,1.88542,-0.0516627,1.85105,-0.226707,1.96184,-0.56618,1.91241,-0.701701,1.83874,-0.813097,1.64659,-0.906937,1.728,-1.04749,1.46565,-1.4297,1.35602,-1.52993,1.2202,-1.76487,1.10617,-1.69081,0.950972,-1.79159,0.79649,-1.94136,0.534189,-1.74349,0.393249,-1.93056,0.354689,-1.92958,0.217016,-2.02964,-0.00936563,-1.83045,-0.272198,-1.94842,-0.56247,-1.88025,-0.537006,-1.80917,-0.689219,-1.63453,-0.917311,-1.50407,-1.13684,-1.35071,-1.38388,-1.14075,-1.44905,-1.16396,-1.5605,-1.00286,-1.72121,-0.769611,-1.75662,-0.573175,-1.8158,-0.388116,-1.8921,-0.0810814,-1.85381,-0.0903344,-1.82161,0.129505,-1.95636,0.262509,-1.93729,0.524048,-1.90146,0.660851,-1.80477,1.00865,-1.59725,1.03578,-1.61119,1.16873,-1.38471,1.38335,-1.23589,1.45929,-1.22536,1.62133,-1.12336,1.63228,-1.01872,1.75275,-0.815554,1.82244,-0.60226,1.88166,-0.417321,2.07244,-0.341495,0.531443,0.001301,0.467256,-0.553042,-0.856131,0.754634,0.785858,-16683.8,-16698.4,-47246.6
-5212.66,0.957833,0.379253,4,15,0,5282.65,0.626079,0.430018,0.558971,0.441029,1.76569,0.355485,1.83727,0.322884,1.92645,0.478198,1.96234,0.824025,1.92158,0.751639,1.67213,0.976695,1.5778,1.21258,1.48664,1.19838,1.34765,1.30406,1.1565,1.50408,0.915702,1.56889,0.989267,1.82714,0.819882,1.68283,0.579643,1.81956,0.236722,1.75915,0.0295232,1.92171,-0.0307442,1.90505,-0.244181,1.96491,-0.556783,1.86929,-0.653503,1.79483,-0.787306,1.60165,-0.943096,1.67709,-1.06931,1.42403,-1.46288,1.33758,-1.53549,1.20671,-1.72647,1.10073,-1.62415,0.99019,-1.66972,0.826204,-1.74421,0.553187,-1.57336,0.410725,-1.79075,0.312391,-1.90568,0.16819,-1.98377,-0.0355731,-1.70921,-0.257254,-1.72704,-0.510018,-1.61749,-0.562799,-1.55018,-0.783614,-1.48996,-0.979164,-1.50455,-1.15951,-1.44322,-1.40104,-1.20228,-1.45064,-1.19702,-1.49592,-1.02516,-1.59655,-0.809446,-1.73486,-0.657705,-1.8372,-0.518594,-1.91797,-0.247579,-1.93345,-0.22661,-1.92564,0.16017,-1.95969,0.452419,-1.91636,0.708704,-1.85538,0.716507,-1.78355,0.974149,-1.60294,0.999326,-1.61839,1.18463,-1.46425,1.36218,-1.33156,1.42467,-1.28523,1.5749,-1.1349,1.6146,-1.05736,1.79595,-0.846735,1.87,-0.568263,1.89356,-0.33193,2.01916,-0.239643,0.541594,0.00162375,0.456783,-0.581657,-0.818646,0.998249,1.03722,-16198.2,-16217.5,-44927.9
-5204.15,0.990224,0.379253,4,15,0,5266.48,0.619413,0.428762,0.677866,0.322134,1.60996,0.26882,1.81295,0.225536,1.78326,0.316096,1.79923,0.648424,1.78307,0.869377,1.71716,1.04794,1.45799,1.1169,1.53465,1.24618,1.35657,1.39813,1.1971,1.5184,0.953918,1.66514,0.819524,1.65391,0.643115,1.89813,0.518582,1.90918,0.366415,1.9387,0.0693336,1.89327,-0.025417,1.93681,-0.292545,1.80154,-0.44631,1.83906,-0.687945,1.87474,-0.833417,1.79175,-0.915681,1.59322,-1.21253,1.37428,-1.44735,1.23043,-1.70788,1.3715,-1.5343,1.11844,-1.6155,0.863341,-1.73935,0.79273,-1.79989,0.7057,-1.86426,0.442017,-1.91138,0.352467,-1.93682,0.0860021,-1.89276,-0.208648,-1.89676,-0.227188,-1.90495,-0.472393,-1.88557,-0.757046,-1.76391,-0.698076,-1.46704,-0.861395,-1.47071,-1.09433,-1.48507,-1.31507,-1.34944,-1.4943,-1.1212,-1.6077,-0.935983,-1.73363,-0.694487,-1.811,-0.680204,-1.76684,-0.461811,-1.88796,-0.30777,-1.96663,-0.0461879,-1.93798,0.17413,-1.93376,0.260248,-1.82286,0.48661,-1.85849,0.787582,-1.83132,1.00242,-1.70944,1.15559,-1.54467,1.35951,-1.43753,1.2486,-1.25944,1.49805,-1.20243,1.52238,-1.23593,1.71323,-0.979885,1.73731,-0.788042,1.81571,-0.50603,1.93698,-0.455985,1.95442,-0.297517,0.53842,0.00136665,0.460213,-0.388806,-1.13279,0.922079,0.954878,-16607.6,-16630,-45439.4
-5214.65,0.75785,0.379253,4,15,0,5272.35,0.627263,0.443229,0.627597,0.372403,1.69577,0.350224,1.80358,0.220245,1.92577,0.390833,1.78077,0.702872,1.85826,0.862444,1.64687,0.929382,1.48663,1.092,1.6009,1.25446,1.4923,1.31114,1.0644,1.47377,0.908459,1.47779,0.848288,1.74012,0.636301,1.8748,0.519182,2.02833,0.450202,1.92264,0.0811962,1.92366,0.0133375,1.88332,-0.281385,1.91674,-0.44163,1.89071,-0.668455,1.86165,-0.908014,1.78221,-0.919732,1.61557,-1.18615,1.37527,-1.45291,1.22249,-1.76991,1.38138,-1.52692,1.13118,-1.5883,0.804649,-1.72392,0.803576,-1.80947,0.637329,-1.79097,0.42779,-1.75809,0.372168,-1.84764,0.164905,-1.95724,-0.115333,-1.84342,-0.271559,-1.85125,-0.512137,-1.81884,-0.673983,-1.77925,-0.723863,-1.51276,-0.845822,-1.49363,-1.05776,-1.43867,-1.28636,-1.32759,-1.50139,-1.2238,-1.46917,-0.993531,-1.60973,-0.659655,-1.78816,-0.758879,-1.74992,-0.461464,-1.91818,-0.215657,-1.89821,-0.156659,-1.89701,0.0137869,-1.97462,0.312453,-1.88823,0.465123,-1.83586,0.696821,-1.84809,1.03089,-1.67728,1.07653,-1.60581,1.16108,-1.43025,1.33573,-1.12297,1.45676,-1.22349,1.56959,-1.18567,1.70683,-1.02683,1.83457,-0.815479,1.98092,-0.608795,1.82911,-0.423597,1.9369,-0.271662,0.544098,0.00148128,0.45442,-0.465857,-0.987779,1.05836,1.09391,-16245.6,-16259.9,-42781.2
-5216.04,0.950158,0.379253,4,15,0,5277.43,0.602912,0.416424,0.628554,0.371446,1.6998,0.210724,1.83762,0.224675,1.7569,0.372256,1.88717,0.746456,1.77655,0.795015,1.72722,0.99379,1.60718,1.13505,1.44479,1.13494,1.27153,1.35281,1.33314,1.56858,0.949165,1.79111,0.872425,1.78429,0.901446,1.7327,0.660118,1.78973,0.249782,1.85306,0.112719,1.89704,-0.0151975,1.90177,-0.215799,1.80874,-0.524616,1.85723,-0.672329,1.80882,-0.69864,1.68074,-1.04809,1.74649,-1.15202,1.45934,-1.41262,1.33777,-1.40251,1.19254,-1.64699,1.06003,-1.66169,1.04004,-1.6973,0.831415,-1.75401,0.676677,-1.71692,0.475209,-1.86521,0.25511,-1.90776,0.0368602,-1.96537,-0.132675,-1.92523,-0.234909,-1.82745,-0.445887,-1.66433,-0.659412,-1.608,-0.738914,-1.5285,-0.964533,-1.6031,-1.10818,-1.48489,-1.35004,-1.2082,-1.39928,-1.07143,-1.5809,-0.92683,-1.64615,-0.679558,-1.74053,-0.433709,-1.90466,-0.380357,-1.89381,-0.265082,-1.94534,-0.191229,-1.97498,0.167143,-1.96659,0.279566,-1.94682,0.581717,-1.93966,0.735323,-1.75098,0.905461,-1.66218,1.05293,-1.61075,1.35553,-1.44424,1.23089,-1.39464,1.43144,-1.1895,1.56807,-1.02981,1.68937,-0.939872,1.81157,-0.896209,1.71253,-0.61075,1.95876,-0.413986,1.98699,-0.269495,0.536081,5.09318e-05,0.463868,-0.464333,-0.990353,0.865943,0.867165,-17009.5,-17027.7,-48126.8
-5209.83,0.882244,0.379253,4,15,0,5282.42,0.60771,0.422614,0.643045,0.356955,1.67286,0.246487,1.84579,0.243607,1.73357,0.362104,1.96857,0.686981,1.78631,0.878835,1.63043,0.96408,1.52323,1.09266,1.46663,1.21246,1.34201,1.45102,1.2701,1.51617,0.879928,1.68184,0.919902,1.84409,0.795385,1.75103,0.59324,1.8033,0.199403,1.90677,0.0361087,1.92153,-0.00784815,1.91998,-0.328919,1.82533,-0.522433,1.89347,-0.695058,1.86591,-0.747209,1.71369,-1.0068,1.70333,-1.11355,1.45862,-1.37926,1.24674,-1.4867,1.21125,-1.63111,1.06889,-1.64528,1.08302,-1.71788,0.878103,-1.78139,0.623257,-1.70259,0.477438,-1.83193,0.287005,-1.93797,0.0773083,-2.01277,-0.135626,-1.91832,-0.238445,-1.83701,-0.427588,-1.64314,-0.646906,-1.61232,-0.718325,-1.52235,-0.933172,-1.53761,-1.17261,-1.47791,-1.31454,-1.26959,-1.37254,-1.07463,-1.5031,-0.962576,-1.61215,-0.686769,-1.81139,-0.468181,-1.87988,-0.422239,-2.00989,-0.277754,-1.84978,-0.20023,-2.01658,0.155055,-1.99598,0.261277,-1.9739,0.603484,-1.91082,0.69377,-1.8738,0.922358,-1.75495,1.06208,-1.64128,1.38002,-1.49314,1.24686,-1.33388,1.35231,-1.23954,1.61457,-1.03234,1.67049,-1.00493,1.85099,-0.858432,1.69988,-0.601777,1.92067,-0.331352,2.01276,-0.267118,0.542153,8.82757e-05,0.457759,-0.44154,-1.03015,1.01167,1.01379,-16876.4,-16895.2,-47241.9
-5219.27,0.863973,0.379253,4,15,0,5278.41,0.621809,0.426391,0.639744,0.360256,1.75253,0.214469,1.71618,0.136569,1.7837,0.33376,1.91085,0.737705,1.89205,0.775289,1.77125,0.816154,1.52478,1.1397,1.49734,1.35548,1.33023,1.36573,1.15142,1.52712,0.814958,1.62285,0.840297,1.71718,0.795986,1.77596,0.603346,1.91608,0.402712,1.81758,0.195777,1.90629,0.00546287,1.9163,-0.303471,1.96303,-0.431585,1.94313,-0.672242,1.89081,-0.86224,1.61891,-0.930701,1.78575,-1.07186,1.47881,-1.40391,1.29361,-1.5773,1.3214,-1.64407,1.06298,-1.78519,1.00609,-1.80583,0.802972,-1.83879,0.704354,-1.79541,0.490107,-1.85227,0.215564,-1.9558,0.160514,-2.04738,-0.177045,-1.78131,-0.253419,-1.61903,-0.382491,-1.616,-0.692949,-1.73324,-0.642056,-1.48231,-0.960225,-1.54909,-1.20801,-1.41803,-1.33246,-1.16558,-1.44398,-1.06597,-1.50279,-0.911445,-1.61969,-0.664978,-1.79204,-0.675471,-1.84578,-0.413419,-1.87334,-0.145369,-1.93764,-0.141162,-1.99833,0.0391872,-1.94149,0.295375,-1.90767,0.591904,-1.91932,0.72653,-1.77784,0.898108,-1.71555,1.25335,-1.7275,1.31008,-1.49272,1.23658,-1.29929,1.46683,-1.20991,1.64435,-1.09659,1.7632,-0.858445,1.74512,-0.834158,1.76227,-0.526396,1.91269,-0.417958,2.06576,-0.221719,0.541075,0.0017978,0.457127,-0.446687,-1.02094,0.985811,1.02896,-16516.2,-16524.4,-46461.6
-5221.91,0.9762,0.379253,4,15,0,5283.24,0.607872,0.432756,0.611609,0.388391,1.68022,0.403972,1.89492,0.30147,1.90839,0.432738,1.83189,0.736956,1.77319,0.899435,1.58286,1.1385,1.57643,1.07757,1.52145,1.05955,1.42919,1.3747,1.21362,1.49842,1.06126,1.6953,0.933084,1.80798,0.709437,1.82322,0.501775,1.84983,0.285618,1.89808,-0.00516204,1.97984,0.0147983,1.88478,-0.260107,1.79919,-0.532261,1.82078,-0.738407,1.74311,-0.740137,1.79679,-1.01169,1.58053,-1.21903,1.38792,-1.54797,1.31938,-1.61012,1.31865,-1.62738,1.13346,-1.52613,0.837537,-1.63312,0.778942,-1.73757,0.661046,-1.71179,0.376274,-1.83363,0.448789,-1.87852,0.187544,-1.83541,-0.0346103,-1.90226,-0.225073,-2.04505,-0.547655,-1.83895,-0.72329,-1.67368,-0.786192,-1.46707,-0.848086,-1.54722,-1.00262,-1.46831,-1.31834,-1.37722,-1.49829,-1.20624,-1.55795,-1.01548,-1.68604,-0.818997,-1.72713,-0.54836,-1.77915,-0.496967,-1.96899,-0.239247,-1.88884,-0.146366,-1.84121,0.187707,-1.98484,0.39533,-1.84156,0.501282,-1.81847,0.732908,-1.71923,0.964768,-1.62212,0.881256,-1.48206,1.22826,-1.41714,1.38858,-1.22802,1.40647,-1.269,1.48688,-1.12328,1.60102,-1.13008,1.77393,-0.923742,1.87429,-0.657744,1.84016,-0.464327,1.88526,-0.380597,0.544117,0.00148444,0.454398,-0.491663,-0.945742,1.05881,1.09444,-16836.4,-16859.5,-44550.8
-5208.72,0.892086,0.379253,4,15,0,5286.1,0.623287,0.431982,0.653785,0.346215,1.66135,0.303273,1.75578,0.210395,1.86921,0.401918,1.8733,0.80492,1.88351,0.815279,1.69916,0.998249,1.52744,1.16386,1.54262,1.36334,1.4023,1.37828,1.14526,1.64127,0.821349,1.64447,0.776982,1.76614,0.787357,1.73945,0.564454,1.77509,0.292363,1.8326,0.0851037,1.89509,0.00786002,1.866,-0.326328,1.81901,-0.516597,1.8472,-0.63487,1.83158,-0.80619,1.74228,-0.97566,1.70036,-1.16427,1.46227,-1.46759,1.35937,-1.58257,1.34777,-1.69328,1.11697,-1.63027,1.01478,-1.70378,0.783215,-1.699,0.651266,-1.80859,0.431773,-1.74201,0.312246,-1.84264,0.120721,-2.02697,-0.15707,-1.84571,-0.239059,-1.6837,-0.439386,-1.71214,-0.763573,-1.73845,-0.861577,-1.60169,-0.902211,-1.55536,-1.11292,-1.53781,-1.29348,-1.24845,-1.45523,-1.11835,-1.54633,-1.028,-1.61365,-0.716008,-1.77041,-0.654074,-1.93185,-0.392209,-1.90258,-0.240912,-2.03891,-0.0791443,-1.93582,0.0572854,-1.99981,0.225048,-1.90754,0.585958,-1.8337,0.802559,-1.78444,0.912349,-1.52181,1.07297,-1.50647,1.26208,-1.32602,1.1724,-1.2247,1.40222,-1.09589,1.69314,-1.13532,1.76391,-0.881841,1.73077,-0.778741,1.70015,-0.539203,1.84145,-0.358315,1.92376,-0.373594,0.540203,0.000253054,0.459544,-0.424977,-1.0607,0.964869,0.970943,-16299.4,-16322.9,-44311.4
-5212.84,0.748856,0.379253,4,15,0,5279.21,0.607128,0.421451,0.620341,0.379659,1.79577,0.256102,1.88032,0.210807,1.80177,0.358624,1.79472,0.653948,1.76358,0.867321,1.65514,0.96737,1.51805,1.11587,1.45792,1.09212,1.33696,1.35872,1.19864,1.41733,0.96331,1.62311,0.953314,1.76189,0.755843,1.8401,0.587707,1.98758,0.395312,1.90119,0.134737,1.91223,0.0313761,1.93818,-0.151797,1.92752,-0.446437,1.92793,-0.700537,1.83027,-0.768602,1.67107,-0.966802,1.65191,-1.19288,1.37434,-1.4115,1.21928,-1.627,1.2682,-1.57898,1.09157,-1.72239,0.826818,-1.77425,0.849794,-1.88518,0.611696,-1.73191,0.377446,-1.98204,0.305852,-2.04068,0.147657,-1.95399,-0.0233709,-1.88462,-0.229498,-1.93956,-0.529343,-1.72202,-0.622288,-1.61642,-0.673408,-1.38479,-0.969766,-1.51175,-1.0822,-1.37478,-1.36467,-1.28417,-1.48767,-1.19736,-1.56614,-0.936043,-1.70956,-0.689281,-1.75214,-0.585038,-1.72633,-0.433864,-1.94562,-0.139993,-1.84147,-0.137212,-1.96125,0.145699,-2.00672,0.396964,-1.92032,0.527288,-1.84108,0.634118,-1.70155,1.03106,-1.73859,1.11929,-1.69093,1.36375,-1.5878,1.42279,-1.32679,1.48536,-1.34986,1.41836,-1.12479,1.53884,-1.1126,1.81018,-0.927113,1.95942,-0.678969,1.99272,-0.496528,2.02146,-0.194163,0.539768,0.00297635,0.457256,-0.477485,-0.968483,0.954435,1.02587,-17093,-17105.6,-47603.8
-5213.81,0.809976,0.379253,4,15,0,5282.64,0.607882,0.420729,0.645322,0.354678,1.75208,0.227764,1.87716,0.181644,1.78091,0.39138,1.76318,0.652086,1.74904,0.866938,1.67675,0.953893,1.49973,1.09282,1.43001,1.11219,1.33731,1.33948,1.19967,1.45098,0.968943,1.58372,0.942092,1.74248,0.754334,1.81184,0.574001,1.98778,0.444938,1.92292,0.117664,1.92228,0.00644938,1.9407,-0.14024,1.94984,-0.426779,1.92358,-0.670694,1.80308,-0.779532,1.65092,-0.993498,1.67559,-1.16874,1.36968,-1.42789,1.16733,-1.57172,1.31928,-1.54771,1.09923,-1.72651,0.822103,-1.76596,0.857723,-1.89154,0.588836,-1.71751,0.357552,-1.96215,0.327401,-2.01013,0.209435,-1.95255,-0.093255,-1.8329,-0.211627,-1.93221,-0.505326,-1.74344,-0.626538,-1.65717,-0.678977,-1.41183,-1.01924,-1.51271,-1.09511,-1.37028,-1.36258,-1.3125,-1.47583,-1.1441,-1.56056,-0.920637,-1.7354,-0.708805,-1.76947,-0.5921,-1.73852,-0.477312,-1.92572,-0.140109,-1.88281,-0.174276,-1.96843,0.118712,-2.0165,0.398251,-1.92042,0.511827,-1.83517,0.654576,-1.66608,1.00898,-1.70317,1.09076,-1.70122,1.37554,-1.56443,1.37305,-1.31804,1.50248,-1.32395,1.39147,-1.14369,1.55228,-1.08283,1.83331,-0.908499,1.96721,-0.687876,1.94216,-0.49008,2.02337,-0.202781,0.539445,0.00290282,0.457652,-0.438006,-1.03654,0.946678,1.01635,-16965.7,-16976.1,-47668.3
-5209.09,0.911735,0.379253,4,15,0,5274.34,0.621496,0.430312,0.712908,0.287092,1.73247,0.340806,1.90425,0.290981,1.84579,0.291526,2.00887,0.660701,1.89897,0.872979,1.71499,0.824577,1.56333,1.16544,1.55672,1.18995,1.44713,1.44358,1.20462,1.5074,0.964005,1.67251,0.81948,1.82694,0.72285,1.80922,0.524357,1.87436,0.347293,1.84525,0.0373258,1.84504,-0.0140137,1.8667,-0.221044,1.8511,-0.469377,1.87141,-0.724818,1.84087,-0.768577,1.72466,-1.01504,1.71701,-1.08743,1.42754,-1.44362,1.33863,-1.65455,1.2555,-1.67421,1.11371,-1.62668,0.955212,-1.65831,0.794971,-1.74751,0.705866,-1.68594,0.554958,-1.77114,0.394458,-1.72909,0.146556,-1.97248,-0.07868,-1.93499,-0.252677,-1.91067,-0.585733,-1.63371,-0.69514,-1.72171,-0.726086,-1.57438,-0.874748,-1.63393,-1.09707,-1.41375,-1.39219,-1.31519,-1.51012,-1.18045,-1.47942,-1.0489,-1.53718,-0.697366,-1.80072,-0.570841,-1.91699,-0.48425,-1.91187,-0.256007,-1.92255,-0.162845,-1.92482,0.0458442,-1.85517,0.329327,-1.78379,0.57732,-1.89543,0.75134,-1.67145,1.04604,-1.61237,0.95503,-1.45529,1.14671,-1.39459,1.25844,-1.206,1.47393,-1.19159,1.56017,-1.04539,1.71091,-0.975557,1.72735,-0.811917,1.81594,-0.587085,1.80592,-0.488219,2.00488,-0.224988,0.54225,0.00338837,0.454362,-0.338403,-1.24795,1.01399,1.09531,-16357.4,-16374.9,-44797.5
-5222.54,0.725313,0.379253,4,15,0,5283.71,0.609431,0.432899,0.597022,0.402978,1.71953,0.247782,1.7892,0.14649,1.73166,0.437516,1.71918,0.802432,1.90971,0.873188,1.53775,0.984757,1.6208,1.13648,1.51426,1.16695,1.25192,1.33856,1.1638,1.54037,0.932513,1.58682,0.89841,1.66629,0.7969,1.74456,0.501838,1.89202,0.410965,1.77991,0.102249,1.83417,-0.118278,1.98335,-0.268828,1.91575,-0.476599,1.87887,-0.770267,1.88722,-0.78876,1.71977,-0.961781,1.64042,-1.03209,1.39115,-1.47505,1.42953,-1.52456,1.27455,-1.63725,1.08239,-1.73475,0.94394,-1.72476,0.703904,-1.92227,0.575369,-1.83444,0.347507,-1.97473,0.329633,-1.9534,0.0891547,-1.96178,-0.0627636,-1.81876,-0.184946,-1.82776,-0.428256,-1.63444,-0.66393,-1.72401,-0.692435,-1.43841,-0.998354,-1.41834,-0.947879,-1.39334,-1.28581,-1.2234,-1.45927,-1.06733,-1.5759,-0.93685,-1.71774,-0.700029,-1.7746,-0.628258,-1.73043,-0.396142,-1.88459,-0.218541,-1.91679,-0.110128,-1.92971,0.165139,-2.07221,0.393385,-1.93224,0.54555,-1.88024,0.596101,-1.86771,1.01296,-1.69741,0.999201,-1.70859,1.46853,-1.53246,1.27706,-1.26347,1.46924,-1.31409,1.53239,-1.08442,1.74055,-0.965815,1.68606,-0.91297,1.82689,-0.647429,1.88665,-0.461177,1.95572,-0.267572,0.537242,0.00101608,0.461742,-0.515801,-0.908873,0.893808,0.918194,-16952.3,-16960,-45130.4
-5218.72,0.982455,0.379253,4,15,0,5282.3,0.614516,0.43628,0.65645,0.34355,1.71656,0.250168,1.84819,0.112331,1.83689,0.527746,1.76275,0.694237,1.83351,0.86206,1.69124,0.955228,1.48386,1.03752,1.44813,1.22262,1.29296,1.31509,1.11745,1.6148,0.966651,1.57119,1.0068,1.58976,0.831403,1.77518,0.590934,1.93396,0.373531,1.89676,0.0934415,1.83363,-0.013715,1.92538,-0.265684,1.86268,-0.477108,1.92726,-0.797278,1.9138,-0.835477,1.70455,-0.938194,1.72765,-1.16454,1.4056,-1.50574,1.34345,-1.7012,1.32659,-1.6443,1.09318,-1.8244,0.984425,-1.73202,0.716666,-1.89796,0.624848,-1.81238,0.414915,-1.91427,0.315013,-1.89689,0.12472,-1.96833,-0.0113507,-1.86938,-0.21755,-1.81394,-0.515993,-1.65151,-0.746301,-1.65416,-0.716365,-1.41712,-0.901461,-1.39213,-0.967989,-1.41016,-1.36337,-1.13288,-1.48984,-1.03231,-1.48737,-1.00462,-1.76591,-0.759782,-1.72724,-0.602728,-1.75924,-0.408823,-1.83117,-0.126491,-1.84414,-0.184738,-1.94789,0.171536,-1.95585,0.352635,-1.95133,0.488069,-1.9073,0.701993,-1.75442,0.896308,-1.7354,1.11799,-1.66391,1.42437,-1.4879,1.2613,-1.30704,1.47331,-1.31147,1.52621,-1.13716,1.79255,-0.896322,1.74056,-0.803264,1.8461,-0.528365,1.88912,-0.373067,1.94892,-0.358683,0.540004,0.00347785,0.456518,-0.420909,-1.06842,0.960105,1.04357,-16860.3,-16871.1,-44325.9
-5214.95,0.866432,0.379253,4,15,0,5289.53,0.614734,0.422014,0.613615,0.386385,1.71791,0.373715,1.74324,0.247214,1.86085,0.333003,1.96139,0.696199,1.8473,0.830052,1.70892,0.970076,1.51139,1.19136,1.63786,1.21747,1.46378,1.35445,1.20324,1.50097,1.001,1.70242,0.713964,1.91353,0.713009,1.82642,0.537546,1.876,0.281185,1.82819,0.16111,1.98988,-0.0630293,1.90917,-0.239516,1.90933,-0.527079,1.83182,-0.532351,1.73158,-0.835726,1.66336,-0.994778,1.67186,-1.15197,1.43101,-1.3823,1.26703,-1.53626,1.33407,-1.63054,1.08737,-1.49054,0.848305,-1.68859,0.911872,-1.69182,0.703279,-1.75068,0.442986,-1.75099,0.365057,-1.9494,0.186548,-1.98465,-0.199752,-1.79277,-0.291069,-1.89919,-0.445569,-1.77593,-0.66929,-1.75767,-0.756236,-1.54693,-0.909154,-1.66726,-1.25139,-1.48593,-1.27668,-1.36653,-1.49077,-1.2318,-1.53301,-1.02171,-1.56784,-0.613359,-1.71352,-0.652325,-1.90022,-0.487596,-1.98228,-0.265548,-1.98784,-0.0791232,-1.89259,0.0738193,-1.94905,0.299306,-1.83365,0.594326,-1.82025,0.724297,-1.77952,0.943136,-1.55333,1.01483,-1.57204,1.10612,-1.41745,1.29689,-1.28295,1.42558,-1.0926,1.56963,-1.15581,1.55082,-1.10836,1.73761,-0.922564,1.79712,-0.709965,1.85668,-0.470214,1.98444,-0.278352,0.540951,0.00040387,0.458645,-0.488388,-0.95092,0.982834,0.992527,-16459.9,-16479.2,-46883.8
