# 0.000120768, 0.000222867, 0.0439935, 0.00440544, 0.00414823, 0.00477218, 0.00368659, 0.00423518, 0.00387601, 0.00427084, 0.00390074, 0.00384013, 0.00465688, 0.00421295, 0.00383387, 0.00396511, 0.00448309, 0.00451853, 0.00408394, 0.00480444, 0.0042595, 0.00406013, 0.00426787, 0.00420763, 0.00368103, 0.00411337, 0.00478578, 0.00416777, 0.00402559, 0.00412703, 0.00399088, 0.00380165, 0.00458992, 0.00394191, 0.00394253, 0.00359718, 0.00392568, 0.00421804, 0.00450656, 0.00440335, 0.0042981, 0.00421474, 0.00399309, 0.00400354, 0.00387754, 0.00403912, 0.00399448, 0.00412392, 0.00389983, 0.00386398, 0.00370938, 0.00402449, 0.00346684, 0.00383203, 0.00417619, 0.00450286, 0.00417922, 0.00405922, 0.0043243, 0.00455338, 0.00378713, 0.00426034, 0.00429953, 0.00448832, 0.00459876, 0.00535951, 0.00373697, 0.00380452, 0.00402457, 0.0035282, 0.00319751, 0.00329132, 0.00330524, 0.00385341, 0.0034746, 0.00347731, 0.0037598, 0.00402071, 0.00332063, 0.00410309, 0.00405427, 0.00394942, 0.003871, 0.00377359, 0.00357643, 0.00355602, 0.0033589, 0.00339256, 0.00382966, 0.00417537, 0.00356868, 0.00344387, 0.0034934, 0.00346969, 0.00397107, 0.00341939, 0.00341838, 0.00350977, 0.00378135, 0.00331669, 0.0033655, 0.00382636, 0.00364361, 0.00351746, 0.003687, 0.00366962, 0.00368738, 0.0037017, 0.00311664, 0.00365724, 0.00350518, 0.00384062, 0.00316549, 0.0033301, 0.00338859, 0.00349613, 0.00363605, 0.00378407, 0.00419468, 0.00365939, 0.00349662, 0.00340357, 0.00359371, 0.00372045, 0.00346825, 0.00360151, 0.00374261, 0.00398204, 0.00413571, 0.000402773, 1.5821
-5216.22,0.823775,0.379253,4,15,0,5285.46,0.623793,0.423931,0.591143,0.408857,1.63135,0.25553,1.75272,0.274914,1.88455,0.354486,1.89701,0.736257,1.94767,0.764676,1.66525,0.920344,1.51562,1.13871,1.61547,1.1746,1.39362,1.27535,1.24303,1.57571,0.875924,1.79078,0.961655,1.79103,0.737864,1.79275,0.512899,1.97294,0.270831,1.93524,0.0222863,1.94832,-0.106117,1.86017,-0.309206,1.86512,-0.516906,1.91295,-0.79576,1.80581,-0.732382,1.81116,-1.04338,1.64752,-1.24435,1.36672,-1.44031,1.27273,-1.56968,1.35504,-1.72862,1.10755,-1.53045,0.907298,-1.63653,0.914788,-1.87548,0.667075,-1.79185,0.522268,-1.81697,0.430174,-1.8916,0.114239,-1.98783,-0.0478844,-1.78583,-0.327326,-1.85066,-0.396249,-1.80523,-0.743008,-1.66179,-0.654026,-1.4586,-0.884634,-1.55489,-1.13821,-1.55642,-1.33239,-1.23315,-1.56313,-1.00604,-1.56178,-0.967697,-1.65612,-0.688538,-1.68851,-0.797362,-1.78607,-0.531033,-1.91219,-0.221354,-1.90268,-0.0522354,-1.8292,0.113734,-2.00283,0.272053,-1.82777,0.56969,-1.82185,0.740588,-1.70989,0.970006,-1.63966,1.1448,-1.68636,1.29072,-1.43604,1.3172,-1.27318,1.43859,-1.21208,1.53966,-1.0463,1.52158,-0.913206,1.70946,-0.718427,1.83638,-0.557571,1.91609,-0.392289,2.03578,-0.291165,0.540665,0.00119596,0.458139,-0.525697,-0.89439,0.975969,1.00467,-16438.2,-16450.4,-46473.1
-5212.67,0.99401,0.379253,4,15,0,5279.37,0.605063,0.435518,0.642735,0.357265,1.75353,0.245359,1.84582,0.227824,1.81325,0.379951,1.82295,0.684901,1.75309,0.871419,1.71934,1.00906,1.58471,1.0773,1.40277,1.21614,1.38899,1.45649,1.1976,1.50159,0.961003,1.48441,0.816975,1.74796,0.764943,1.80411,0.625935,1.81825,0.428335,1.80805,0.154537,1.85901,0.0984016,1.98581,-0.255994,1.85697,-0.444408,1.88705,-0.616813,1.80395,-0.85886,1.5899,-0.928622,1.73318,-1.03122,1.49255,-1.48928,1.37279,-1.64965,1.28188,-1.56598,1.08576,-1.71403,0.925044,-1.82337,0.716895,-1.70238,0.613672,-1.70182,0.348419,-1.88146,0.278881,-1.89443,0.188569,-1.93718,-0.171137,-1.88826,-0.154559,-1.81214,-0.532561,-1.66214,-0.683844,-1.70759,-0.820428,-1.5664,-0.897925,-1.47048,-1.06856,-1.36763,-1.32883,-1.30706,-1.37056,-1.23763,-1.51334,-1.04662,-1.62651,-0.75487,-1.82482,-0.462361,-1.82444,-0.319611,-1.97185,-0.285213,-1.92087,-0.133498,-2.00747,0.0916667,-1.92179,0.427397,-1.92769,0.542341,-1.90759,0.691444,-1.8227,0.972003,-1.61009,0.943469,-1.52689,1.26555,-1.4883,1.29396,-1.27162,1.41202,-1.22548,1.62798,-1.18566,1.76191,-1.09916,1.78708,-1.01869,1.82456,-0.688413,1.88499,-0.417921,1.84671,-0.332985,0.542151,0.000764364,0.457085,-0.442023,-1.02928,1.01162,1.02996,-16916,-16933.7,-44482.2
-5232.66,0.639087,0.379253,3,15,0,5296.41,0.620881,0.431493,0.578324,0.421676,1.72492,0.33811,1.86311,0.0962035,1.91434,0.40233,1.77395,0.805467,1.84282,0.81457,1.65604,1.0691,1.54913,1.21342,1.50222,1.13663,1.47112,1.29334,1.22666,1.5559,0.960882,1.67101,0.969873,1.66051,0.767384,1.73346,0.556084,1.8881,0.526013,1.88252,-0.0176993,1.92302,0.0376449,1.90053,-0.213524,1.77931,-0.45429,1.85821,-0.773399,1.90064,-0.74195,1.60279,-0.997525,1.63863,-1.13362,1.38782,-1.4091,1.30512,-1.61414,1.30615,-1.55186,1.213,-1.71827,0.947216,-1.71785,0.783152,-1.79408,0.729813,-1.80775,0.404172,-1.78504,0.263104,-1.92806,0.108019,-2.01299,-0.0664682,-1.92279,-0.202943,-1.76945,-0.391158,-1.75263,-0.712909,-1.68943,-0.711759,-1.42514,-1.06415,-1.56176,-1.20216,-1.53756,-1.32413,-1.22246,-1.44016,-1.2415,-1.55527,-1.04472,-1.80485,-0.684533,-1.83374,-0.697968,-1.90381,-0.555918,-1.951,-0.259711,-2.02753,-0.11782,-1.78235,0.163995,-1.94366,0.321673,-1.9433,0.409921,-1.77115,0.619183,-1.73772,0.811399,-1.61635,1.23901,-1.66045,1.32539,-1.45246,1.29306,-1.26743,1.56329,-1.18569,1.57956,-1.05618,1.64837,-0.988944,1.68647,-0.957425,1.84662,-0.642881,1.79109,-0.311796,2.0537,-0.275196,0.544105,0.00057417,0.455321,-0.547622,-0.863517,1.05851,1.07229,-16396.1,-16400.2,-44891.8
-5210.62,0.996882,0.379253,4,15,0,5280.17,0.618158,0.435305,0.669322,0.330678,1.67825,0.310746,1.74492,0.222785,1.85397,0.437853,1.95477,0.583457,1.80167,0.868613,1.69336,0.847873,1.54315,1.07883,1.49333,1.22264,1.33413,1.44133,1.18735,1.461,0.881591,1.67376,0.855468,1.76387,0.693875,1.81688,0.509786,1.8433,0.365086,1.89575,0.0762114,1.84602,0.0925341,1.92646,-0.290694,1.90939,-0.525802,1.86643,-0.619151,1.7994,-0.785858,1.79786,-0.929678,1.65749,-1.15283,1.42176,-1.40409,1.38004,-1.66053,1.24795,-1.6955,1.0268,-1.63995,0.902767,-1.70313,0.81214,-1.81709,0.656976,-1.67159,0.405577,-1.89202,0.445149,-1.91735,0.190003,-1.93045,-0.207338,-1.82113,-0.237368,-1.84938,-0.550613,-1.80787,-0.70094,-1.68444,-0.696038,-1.47632,-0.857671,-1.58277,-0.932532,-1.38088,-1.24784,-1.14166,-1.49908,-1.13291,-1.56067,-0.945431,-1.55097,-0.704834,-1.59121,-0.555808,-1.71714,-0.328085,-1.85678,-0.169321,-1.88777,-0.16087,-2.01338,0.133646,-2.02572,0.360178,-1.95615,0.609985,-1.85726,0.890721,-1.75603,0.916215,-1.59997,0.981006,-1.53005,1.2364,-1.41616,1.2268,-1.28562,1.32536,-1.33339,1.54764,-1.21566,1.71041,-0.940077,1.74828,-0.792974,1.7763,-0.643998,1.86064,-0.440017,2.02625,-0.416685,0.537259,0.00061838,0.462123,-0.40149,-1.10661,0.894212,0.909053,-16525.1,-16548,-44428.4
-5203.69,0.914782,0.379253,4,15,0,5268.91,0.609801,0.420278,0.628735,0.371265,1.80626,0.296716,1.89415,0.194496,1.85366,0.371331,1.84697,0.764834,1.80508,0.824187,1.71324,1.10333,1.57039,1.056,1.51776,1.24328,1.45957,1.38969,1.24141,1.4842,0.949958,1.61151,0.852925,1.75834,0.875501,1.86632,0.587576,1.816,0.297257,1.92621,0.0719397,1.8539,0.0457709,2.00299,-0.288414,1.80687,-0.440038,1.89537,-0.638194,1.86565,-0.853343,1.64033,-1.00888,1.61603,-1.27452,1.45099,-1.41703,1.38613,-1.59224,1.28118,-1.60722,1.15115,-1.63709,0.987575,-1.693,0.766295,-1.75951,0.560604,-1.72505,0.417458,-1.81704,0.368413,-1.9621,0.0956892,-2.00115,-0.0813238,-1.87451,-0.249636,-1.80928,-0.487849,-1.74106,-0.593007,-1.71267,-0.782055,-1.48532,-0.999573,-1.56304,-1.12748,-1.53923,-1.38378,-1.32995,-1.48208,-1.18823,-1.5701,-1.00264,-1.68963,-0.73449,-1.81563,-0.675173,-1.96973,-0.621328,-1.9494,-0.194661,-1.94851,-0.0790367,-1.9591,0.0494675,-1.94418,0.346447,-1.84095,0.386493,-1.78531,0.759412,-1.79827,0.935366,-1.77023,1.06811,-1.67376,1.32491,-1.45652,1.36227,-1.17553,1.51623,-1.16952,1.57993,-1.07286,1.71769,-1.03234,1.74713,-0.817476,1.78679,-0.613571,1.91716,-0.373305,2.02046,-0.195791,0.540782,0.000238436,0.458979,-0.464045,-0.990839,0.978776,0.984499,-16850.4,-16869.5,-47163.2
-5228.63,0.601593,0.379253,4,15,0,5281.24,0.615863,0.431659,0.626515,0.373485,1.63838,0.33448,1.74864,0.168579,1.82948,0.367931,1.89178,0.792932,1.84486,0.782836,1.7253,0.952501,1.56115,1.05233,1.43185,1.25586,1.38492,1.34423,1.19696,1.51499,0.877311,1.62074,0.768084,1.83995,0.78694,1.83319,0.523188,1.74255,0.282648,1.91288,0.10835,1.80292,0.142751,1.94127,-0.222906,1.77452,-0.493432,1.83571,-0.631396,1.81621,-0.762592,1.7081,-0.919252,1.64237,-1.14773,1.40912,-1.34905,1.39154,-1.6424,1.37425,-1.7024,1.09993,-1.70059,1.01284,-1.80727,0.804292,-1.89863,0.66825,-1.81079,0.500241,-1.80802,0.326398,-1.75541,0.106066,-1.9352,-0.0830619,-1.9001,-0.296452,-1.7277,-0.450728,-1.63816,-0.592689,-1.70527,-0.79509,-1.56193,-0.951683,-1.56004,-1.04511,-1.41074,-1.20911,-1.1278,-1.38113,-1.12865,-1.55181,-1.06625,-1.58057,-0.699752,-1.73235,-0.530951,-1.79466,-0.514041,-1.77162,-0.0484977,-1.83228,-0.0830393,-1.97071,0.0237718,-2.0546,0.360644,-1.94966,0.511924,-1.82008,0.855629,-1.7074,0.980133,-1.69357,1.05164,-1.60313,1.18259,-1.49659,1.26985,-1.21614,1.5053,-1.26292,1.50559,-1.27562,1.70751,-1.17233,1.73619,-0.778569,1.65589,-0.658435,1.82888,-0.525458,1.99614,-0.386926,0.534121,0.00012311,0.465756,-0.467582,-0.984878,0.818908,0.821862,-16560.4,-16579.2,-45475.8
-5228.17,0.99065,0.379253,4,15,0,5289.31,0.613569,0.424852,0.649943,0.350057,1.83707,0.309934,1.88007,0.284495,1.838,0.351445,1.84872,0.661142,1.81722,0.873448,1.67084,0.982799,1.5307,1.16171,1.55962,1.16609,1.37653,1.33912,1.24852,1.59474,0.965264,1.57509,0.978399,1.75979,0.684058,1.75245,0.692017,2.00141,0.313765,1.83102,0.105167,2.03813,-0.11396,1.87123,-0.334628,1.96524,-0.483989,1.92699,-0.766316,1.78601,-0.818531,1.70502,-1.03981,1.7136,-1.19153,1.4619,-1.47189,1.24957,-1.60873,1.24947,-1.54873,1.11791,-1.62929,0.851518,-1.57836,0.806444,-1.7032,0.642788,-1.73825,0.350084,-1.87754,0.384037,-2.06292,0.136938,-1.97633,-0.0812738,-1.8018,-0.216309,-1.92854,-0.523707,-1.80952,-0.780919,-1.61139,-0.700399,-1.49007,-0.892197,-1.49419,-1.15863,-1.46425,-1.47406,-1.37799,-1.58091,-1.15807,-1.53147,-0.907728,-1.74884,-0.737003,-1.75728,-0.688874,-1.87074,-0.396092,-2.06923,-0.336179,-2.02901,-0.240808,-1.88053,0.287765,-1.90073,0.270656,-1.84589,0.563515,-1.92308,0.59332,-1.79459,0.896744,-1.62954,1.05664,-1.60118,1.34355,-1.38733,1.32341,-1.33053,1.41982,-1.13003,1.60136,-0.998813,1.64543,-0.834676,1.80222,-0.938372,1.96084,-0.564742,1.92318,-0.320906,1.97267,-0.24884,0.54013,0.00244497,0.457425,-0.43087,-1.04966,0.963123,1.0218,-16788.5,-16792,-46012.1
-5227.1,0.981613,0.379253,4,15,0,5301.05,0.621952,0.436023,0.560764,0.439236,1.77415,0.274951,1.79818,0.244863,1.81971,0.38816,1.87471,0.752428,1.82926,0.834035,1.7337,0.879094,1.51966,1.05907,1.52579,1.17905,1.26769,1.35428,1.16247,1.50069,0.875874,1.44952,0.911621,1.79098,0.717107,1.83268,0.737731,2.08854,0.343833,1.88652,0.24582,1.99533,0.087729,1.84773,-0.148332,1.98924,-0.336012,1.90164,-0.598531,1.7301,-0.672797,1.64936,-0.961648,1.73614,-1.19606,1.47314,-1.45958,1.29449,-1.5066,1.29394,-1.46792,1.18388,-1.73752,0.956606,-1.83436,0.818684,-1.78659,0.633787,-1.71125,0.378123,-1.75986,0.322637,-1.87207,0.0650065,-2.00173,-0.154945,-1.79179,-0.283736,-1.79766,-0.428075,-1.72017,-0.64266,-1.66221,-0.603896,-1.53471,-0.883136,-1.44374,-1.17483,-1.28624,-1.38556,-1.2154,-1.45538,-1.08663,-1.48486,-0.973205,-1.70144,-0.701077,-1.6437,-0.628477,-1.77235,-0.377326,-1.95916,-0.216755,-1.8192,-0.207203,-1.89008,0.185154,-1.96787,0.280307,-1.86818,0.612488,-1.94156,0.76546,-1.77123,1.06283,-1.58884,1.02918,-1.50138,1.22215,-1.37798,1.28095,-1.3216,1.40424,-1.22216,1.52449,-1.22086,1.63779,-1.08241,1.67437,-0.97212,1.77281,-0.642185,1.77254,-0.425056,1.91435,-0.308628,0.54014,0.000953345,0.458907,-0.578455,-0.822718,0.963361,0.986241,-16135.9,-16148.8,-44427.1
-5220.35,0.933063,0.379253,4,15,0,5297.4,0.615629,0.432174,0.721445,0.278555,1.72558,0.307199,1.77769,0.236321,1.74228,0.315603,1.71517,0.64057,1.82505,0.857392,1.65093,0.992247,1.52292,1.18507,1.62903,1.27215,1.46254,1.40251,1.22641,1.53318,0.822457,1.63111,0.859287,1.77539,0.717535,1.76846,0.52427,1.91028,0.311261,1.75729,0.14827,1.93367,-0.0753967,1.87314,-0.393411,1.92896,-0.644587,1.77605,-0.742073,1.76826,-0.892468,1.78165,-1.03251,1.69962,-1.13388,1.42405,-1.49648,1.28269,-1.69874,1.23444,-1.6351,1.04138,-1.66565,0.895393,-1.53923,0.886779,-1.79433,0.643581,-1.81856,0.428623,-1.79938,0.439016,-1.97117,0.227866,-1.97918,-0.0783513,-1.88063,-0.283726,-1.98141,-0.5761,-1.77151,-0.825857,-1.66716,-0.678937,-1.4801,-0.8085,-1.61142,-1.07607,-1.52691,-1.27343,-1.36976,-1.45903,-1.17178,-1.52565,-0.960706,-1.65269,-0.682241,-1.82551,-0.69908,-1.80284,-0.606952,-1.86225,-0.138649,-1.92408,-0.100874,-1.92588,0.158661,-1.92633,0.402539,-1.84388,0.578707,-1.90959,0.671408,-1.82493,0.995251,-1.62804,0.927516,-1.63651,1.17905,-1.52713,1.33227,-1.31142,1.45398,-1.17349,1.62924,-1.05843,1.824,-0.837043,1.76702,-0.828884,1.7212,-0.603208,1.83824,-0.456643,2.08048,-0.327678,0.538963,0.00123681,0.4598,-0.326499,-1.27814,0.935108,0.964791,-16811.3,-16823.9,-44728.7
-5215.55,0.963856,0.379253,4,15,0,5286.15,0.619326,0.422814,0.64557,0.35443,1.6711,0.237451,1.7899,0.276939,1.89178,0.40919,1.98994,0.815523,1.9745,0.925946,1.74687,0.864577,1.52156,1.03606,1.39777,1.16521,1.34774,1.35813,1.27567,1.53476,0.930965,1.6197,0.945102,1.77629,0.835901,1.73471,0.576928,1.92724,0.247307,1.76851,0.0581519,1.96647,-0.0430437,1.8826,-0.27039,1.92897,-0.525286,1.83569,-0.615067,1.73346,-0.80798,1.61255,-0.981739,1.55563,-1.19927,1.40326,-1.49817,1.34136,-1.5811,1.29803,-1.51095,1.12834,-1.62635,0.918744,-1.70208,0.797501,-1.88236,0.59136,-1.85816,0.358768,-1.84157,0.342609,-1.86866,0.0837839,-1.83757,-0.0861272,-1.8026,-0.200786,-1.82451,-0.490418,-1.73902,-0.818036,-1.63763,-0.728115,-1.46853,-0.839199,-1.633,-1.14748,-1.41793,-1.37609,-1.23243,-1.56029,-1.11538,-1.61593,-1.01679,-1.59682,-0.754896,-1.79426,-0.634693,-1.84161,-0.416502,-1.83044,-0.0730323,-1.87799,-0.20032,-1.99456,0.0113807,-1.89319,0.319049,-1.89831,0.552252,-1.87755,0.729798,-1.73579,1.17705,-1.58816,1.14496,-1.62089,1.3368,-1.5285,1.41888,-1.36128,1.48629,-1.2288,1.55382,-1.18475,1.64145,-1.03188,1.65999,-0.995296,1.74741,-0.608122,1.85272,-0.44473,2.08079,-0.335171,0.533731,0.00200965,0.464259,-0.437622,-1.03724,0.809541,0.857772,-16606,-16619.5,-46598.8
-5215.53,0.877046,0.379253,4,15,0,5282.63,0.621773,0.42849,0.608783,0.391217,1.55488,0.296953,1.81035,0.27566,1.83624,0.356293,1.74895,0.580999,1.79837,0.743168,1.75339,1.02866,1.61032,1.09564,1.49745,1.2826,1.3778,1.28348,1.20555,1.50742,0.855019,1.6262,0.862061,1.65342,0.675836,1.8075,0.524277,1.82327,0.335383,1.91947,0.0944345,1.80307,-0.0455989,1.94359,-0.334161,1.89233,-0.5386,1.91605,-0.643664,1.81307,-0.885098,1.71135,-1.09757,1.72647,-1.23404,1.4914,-1.42694,1.2659,-1.66632,1.30789,-1.68758,1.12591,-1.69483,0.889575,-1.77692,0.709786,-1.77164,0.626905,-1.8194,0.402429,-1.92213,0.33911,-1.95828,0.168676,-2.0099,-0.11551,-1.85802,-0.33956,-1.86421,-0.565696,-1.79157,-0.698325,-1.71371,-0.803211,-1.509,-1.00861,-1.41389,-1.04902,-1.50031,-1.26736,-1.1818,-1.30067,-1.07769,-1.48258,-1.03471,-1.65851,-0.762518,-1.80065,-0.624293,-1.76437,-0.333377,-1.87157,-0.270881,-1.82051,-0.27015,-1.941,0.0520234,-2.01529,0.320861,-1.94652,0.527844,-1.78629,0.756256,-1.79068,0.798654,-1.69432,1.0089,-1.67483,1.31189,-1.44096,1.36367,-1.20372,1.51183,-1.25847,1.63055,-1.06116,1.58279,-1.02644,1.64078,-0.825654,1.70701,-0.642892,1.84476,-0.511999,1.90556,-0.422853,0.538857,8.45414e-05,0.461059,-0.496294,-0.938493,0.932563,0.934592,-16475.6,-16505.7,-45607.7
-5213.79,0.957172,0.379253,4,15,0,5275.42,0.609913,0.430959,0.698172,0.301828,1.82116,0.246088,1.80417,0.104898,1.82478,0.208248,1.93599,0.726585,1.76583,0.824938,1.71815,0.904109,1.49865,1.10888,1.56373,1.1542,1.38128,1.29552,1.25768,1.42044,1.03948,1.60751,0.750263,1.89534,0.793564,1.73132,0.631798,1.93839,0.332212,1.83287,0.00413293,1.90551,-0.0488685,1.84955,-0.254934,1.94021,-0.496844,1.88999,-0.71271,1.80902,-0.756633,1.73461,-0.954939,1.71496,-1.17032,1.51198,-1.47992,1.40914,-1.62239,1.28983,-1.71432,1.01933,-1.69816,0.942321,-1.75398,0.846866,-1.94337,0.61029,-1.77442,0.459021,-1.88397,0.45662,-1.9723,0.146632,-1.8851,-0.0736368,-1.80303,-0.184055,-1.72522,-0.453724,-1.72024,-0.705649,-1.76181,-0.827432,-1.39224,-0.925072,-1.50676,-1.10748,-1.40794,-1.3591,-1.30421,-1.60556,-1.17106,-1.66256,-0.861851,-1.6306,-0.618434,-1.69761,-0.591902,-1.88716,-0.428339,-1.78574,-0.220006,-1.82149,-0.136038,-1.86638,0.170189,-2.00157,0.354867,-1.86771,0.597559,-1.91259,0.628767,-1.81135,0.982571,-1.67387,1.06399,-1.65224,1.30659,-1.52797,1.23178,-1.25881,1.38771,-1.22937,1.54801,-1.17271,1.70585,-1.07611,1.81024,-0.860028,1.91264,-0.592667,1.91471,-0.374835,1.99775,-0.296716,0.536095,0.00251996,0.461385,-0.35929,-1.1979,0.866269,0.926749,-17007.7,-17013.2,-45800.8
-5205.98,0.98682,0.379253,4,15,0,5268.96,0.605728,0.429627,0.599428,0.400572,1.64583,0.286134,1.70625,0.17397,1.95189,0.392738,1.87097,0.717064,1.86305,0.843751,1.68212,0.921455,1.56496,1.15452,1.5999,1.23046,1.48139,1.32659,1.15136,1.53569,0.98429,1.70441,0.890539,1.84557,0.760501,1.78091,0.66344,1.9413,0.422854,1.91388,0.135697,1.88718,0.0591284,1.90021,-0.371847,1.86202,-0.576118,1.89603,-0.695521,1.84895,-0.778864,1.71205,-0.940107,1.7882,-1.15131,1.42345,-1.32377,1.25986,-1.62739,1.30728,-1.55594,1.21807,-1.75642,0.922957,-1.75023,0.810608,-1.81841,0.605679,-1.8888,0.451733,-1.83241,0.365201,-1.93336,0.153802,-1.88984,-0.152383,-1.80398,-0.262761,-1.86552,-0.560384,-1.78694,-0.701446,-1.73432,-0.691681,-1.6005,-0.832776,-1.4588,-1.08028,-1.4326,-1.37606,-1.36524,-1.52501,-1.2812,-1.54854,-0.982552,-1.66469,-0.724276,-1.81893,-0.629333,-1.84639,-0.321122,-1.74129,-0.0966381,-1.83679,-0.116281,-1.80119,0.121682,-1.8997,0.45602,-1.88568,0.514532,-1.89422,0.776099,-1.72047,1.07641,-1.72086,1.06877,-1.61201,1.35873,-1.42465,1.3024,-1.32399,1.41985,-1.19783,1.52988,-1.16989,1.68625,-1.06916,1.77631,-0.945913,1.8168,-0.575442,1.8543,-0.430256,1.92723,-0.241425,0.542632,0.00100388,0.456364,-0.511779,-0.914862,1.02318,1.04727,-17089.7,-17108.5,-45589.5
-5206.01,0.831596,0.379253,4,15,0,5269.76,0.621786,0.427587,0.655075,0.344925,1.85149,0.357998,1.93452,0.278216,1.72515,0.401507,1.87694,0.742429,1.79353,0.881126,1.71041,1.05225,1.53272,1.0935,1.46111,1.20663,1.34595,1.34866,1.24204,1.52505,0.905815,1.53539,0.846593,1.68496,0.742819,1.81479,0.474428,1.83505,0.292669,1.82555,0.0797412,1.97322,-0.0282604,1.89593,-0.16644,1.9505,-0.38894,1.86493,-0.695146,1.76261,-0.832243,1.6554,-1.02638,1.52662,-1.22806,1.41264,-1.52533,1.35786,-1.65382,1.29812,-1.70352,0.984735,-1.56389,0.938642,-1.6797,0.821977,-1.75858,0.686375,-1.66104,0.447177,-1.85914,0.333566,-1.91737,0.137551,-2.03894,-0.00819439,-1.90959,-0.22309,-1.77952,-0.432503,-1.67503,-0.65497,-1.59278,-0.811624,-1.3839,-0.971582,-1.62319,-1.13193,-1.47511,-1.30488,-1.15124,-1.44172,-1.04547,-1.53095,-0.951827,-1.61515,-0.694948,-1.67911,-0.591945,-1.80335,-0.535454,-2.06157,-0.307224,-2.01402,-0.101963,-2.01056,0.182435,-2.01336,0.290073,-1.87571,0.649349,-1.82753,0.68922,-1.79087,0.842317,-1.60461,1.01109,-1.58497,1.17241,-1.51295,1.25511,-1.22347,1.47234,-1.22303,1.60006,-1.08833,1.66365,-0.925468,1.73927,-0.802884,1.80237,-0.644884,1.92703,-0.440248,2.00685,-0.351534,0.540194,0.000927937,0.458878,-0.423006,-1.06443,0.964664,0.986934,-16413.9,-16435.4,-45531.9
-5202.73,0.701968,0.379253,4,15,0,5273.59,0.610147,0.430283,0.599763,0.400237,1.59722,0.257334,1.7044,0.199745,1.98221,0.329974,1.87102,0.721309,1.90894,0.793195,1.68047,0.879282,1.56224,1.11863,1.62359,1.22675,1.42866,1.35059,1.1965,1.54775,0.94651,1.75732,0.861363,1.81387,0.774625,1.76738,0.662626,1.9119,0.347707,1.908,0.14781,1.84252,0.00607758,1.90814,-0.346859,1.79958,-0.597447,1.88164,-0.670963,1.83343,-0.806609,1.71525,-0.971521,1.80326,-1.13085,1.46389,-1.38398,1.20172,-1.61062,1.31937,-1.55096,1.19043,-1.77938,0.901518,-1.72941,0.783328,-1.83505,0.647178,-1.84628,0.451506,-1.81993,0.399516,-1.88243,0.171516,-1.87271,-0.13723,-1.77136,-0.237911,-1.86582,-0.510745,-1.7505,-0.703406,-1.76914,-0.658786,-1.59983,-0.85526,-1.48424,-1.0747,-1.41287,-1.38982,-1.33968,-1.5257,-1.21381,-1.53225,-0.985374,-1.65844,-0.723299,-1.81173,-0.685797,-1.81185,-0.356559,-1.80514,-0.164919,-1.8387,-0.20456,-1.843,0.0587913,-1.92533,0.360518,-1.89672,0.451666,-1.91813,0.695716,-1.72508,1.04585,-1.73102,1.06348,-1.63413,1.34619,-1.41071,1.33627,-1.34833,1.41844,-1.18803,1.53204,-1.15894,1.65681,-1.05147,1.78293,-0.901758,1.82673,-0.548104,1.82782,-0.445541,1.95446,-0.228105,0.545595,0.00161299,0.452792,-0.511221,-0.915697,1.09428,1.133,-16822.3,-16838.2,-45511.3
-5199.65,0.994894,0.379253,4,15,0,5249.99,0.608627,0.432163,0.628695,0.371305,1.72291,0.293675,1.8467,0.164157,1.90071,0.338753,2.04691,0.737025,1.83029,0.77093,1.6677,1.01048,1.49486,1.11304,1.57513,1.24064,1.41775,1.33495,1.14329,1.51582,0.92505,1.67064,0.852276,1.79092,0.803567,1.75732,0.626584,1.90606,0.329372,1.90528,0.151597,1.9416,0.0746616,1.8153,-0.25054,1.82814,-0.52938,1.9931,-0.74714,1.78421,-0.845632,1.6433,-0.948889,1.67966,-1.12178,1.52847,-1.42939,1.28645,-1.60603,1.31276,-1.61139,1.22219,-1.67896,0.937078,-1.64818,0.859066,-1.79342,0.636594,-1.8284,0.478871,-1.82799,0.493378,-1.9137,0.23417,-1.85134,-0.142438,-1.79274,-0.261369,-1.80281,-0.487408,-1.81744,-0.683128,-1.80076,-0.731075,-1.53837,-0.89431,-1.55854,-1.05871,-1.41527,-1.38344,-1.2324,-1.43042,-1.25276,-1.58935,-1.0682,-1.61809,-0.770566,-1.75298,-0.654109,-1.84621,-0.328758,-1.83752,-0.023639,-1.88042,-0.189803,-1.87065,0.0900223,-1.98058,0.374044,-1.96603,0.407656,-1.87019,0.663608,-1.73042,0.973813,-1.60888,1.10695,-1.62301,1.3203,-1.47744,1.27331,-1.27649,1.49327,-1.16967,1.61103,-1.15067,1.72524,-1.0393,1.82144,-0.9033,1.75784,-0.638132,1.85391,-0.386613,2.00794,-0.258631,0.535896,0.000611504,0.463492,-0.464109,-0.990731,0.861511,0.876187,-16922.3,-16936.8,-45316.6
