# 0.000230754, 1.60991, 0.00014137, 0.0387881, 1.72267, 0.00425597, 0.00346112, 0.00354826, 0.00369468, 0.00340341, 0.00380252, 0.00334203, 0.00349716, 0.00426043, 0.0036253, 0.0033846, 0.00332532, 0.00397693, 0.00329557, 0.00366573, 0.00347255, 0.00387546, 0.00356337, 0.00334546, 0.00343414, 0.00313832, 0.00390178, 0.00368491, 0.0034895, 0.00354864, 0.00347609, 0.00360616, 0.00347929, 0.00358349, 0.003694, 0.00398657, 0.00328881, 0.00355835, 0.00382173, 0.00397323, 0.00381965, 0.00351529, 0.00403851, 0.00390038, 0.00335546, 0.00371755, 0.00396824, 0.00364038, 0.00337465, 0.00367305, 0.00352301, 0.00372767, 0.00370352, 0.00360529, 0.00339953, 0.0036789, 0.0039311, 0.00335923, 0.00342246, 0.00370741, 0.00359699, 0.003949, 0.00368309, 0.00355211, 0.00348971, 0.00384977, 0.00408973, 0.00430777, 0.302772, 0.33175, 0.361037, 0.386079, 0.420207, 0.450112, 0.476048, 0.500224, 0.529798, 0.544381, 0.561238, 0.585022, 0.60007, 0.634443, 0.668305, 0.687075, 0.713891, 0.738074, 0.756039, 0.783228, 0.80029, 0.833754, 0.845371, 0.865331, 0.891801, 0.906728, 0.936304, 0.946609, 0.972659, 0.981535, 1.00418, 1.02745, 1.04621, 1.07233, 1.09521, 1.11868, 1.13971, 1.16171, 1.17398, 1.20672, 1.23173, 1.26475, 1.27899, 1.30189, 1.3481, 1.38414, 1.40159, 1.41752, 1.43065, 1.44478, 1.46391, 1.49713, 1.53241, 1.55517, 1.57154, 1.59389, 1.61823, 1.64121, 1.6581, 1.70593, 1.73921, 1.76222, 1.78781, 0.00482865, 0.00406189, 0.00441117, 0.00367978, 0.00357737, 0.00401452, 0.00408462, 0.00382281, 0.00455702, 0.00409429, 0.00427785, 0.00381821, 0.00395019, 0.00406571, 0.00411346, 0.00359643, 0.00406318, 0.0038535, 0.00421882, 0.00383311, 0.004035, 0.00436612, 0.00379999, 0.00390367, 0.00438141, 0.00401526, 0.00388364, 0.00451636, 0.00387657, 0.0044966, 0.00407562, 0.0038993, 0.00388468, 0.00447903, 0.00443108, 0.00457518, 0.00426552, 0.00426258, 0.00433373, 0.00405736, 0.00423163, 0.00432051, 0.00396094, 0.00430296, 0.00422509, 0.00383122, 0.00406599, 0.00380066, 0.00436272, 0.00467338, 0.00430496, 0.00447776, 0.00423218, 0.00436303, 0.00411381, 0.00445079, 0.00432439, 0.00435655, 0.00419219, 0.0042437, 0.00403074, 0.00422122, 0.00483151, 0.000808596, 1.64699, 0.976956
-5226.94,0.976235,0.0443276,7,127,0,5321.95,0.426089,8.94507,0.624243,0.43657,0.00548288,0.557947,0.180364,0.97545,1.81334,0.240428,0.896853,1.87616,0.415266,1.03249,1.89484,0.689357,0.750705,1.8429,0.826256,0.75234,1.85582,0.867067,0.768461,1.65701,1.16018,0.702491,1.56348,1.27839,1.05291,1.4806,1.269,1.18724,1.40592,1.48495,1.44642,1.40264,1.67012,1.44504,0.977832,1.78693,1.50413,0.749481,1.79874,1.56991,0.74852,1.82248,1.58235,0.626376,1.75078,1.56939,0.322827,1.93797,1.56269,0.108775,1.91672,1.73525,0.018499,1.87398,1.7128,-0.258053,1.83278,1.68039,-0.503634,1.76528,1.84385,-0.649215,1.75186,1.88369,-0.788595,1.7555,1.99395,-0.927013,1.54343,1.8452,-1.24733,1.26191,1.62144,-1.51703,1.35011,1.70104,-1.78738,1.15935,1.71371,-1.62922,1.01246,1.82779,-1.6116,0.681714,1.57182,-1.70712,0.612508,1.60379,-1.80273,0.382005,1.55085,-1.59104,0.332618,1.55236,-1.883,0.190832,1.72318,-1.83557,-0.0414201,1.73196,-1.97809,-0.204261,1.71122,-1.81896,-0.441651,1.87906,-1.85106,-0.628368,1.42944,-1.74005,-0.792432,1.69625,-1.63266,-0.908626,1.66436,-1.48004,-1.10738,1.46619,-1.52951,-1.3898,1.44309,-1.40492,-1.42525,1.21899,-1.12547,-1.42038,0.951028,-1.15075,-1.60946,1.15219,-1.09383,-1.72358,1.03716,-0.635792,-1.87316,1.10022,-0.68816,-1.92503,0.852186,-0.4877,-1.86938,0.93203,-0.256462,-1.84801,1.04055,-0.132627,-1.90454,0.938854,0.140452,-1.93143,1.09879,0.323121,-1.96233,0.963622,0.583369,-1.65262,0.988144,0.698437,-1.56941,1.0547,0.98361,-1.53478,1.10693,1.15657,-1.46533,1.26466,1.29335,-1.24586,1.43543,1.33212,-1.29853,1.32767,1.38767,-1.25943,1.37091,1.53979,-1.02493,1.45347,1.67505,-0.830172,1.36105,1.77156,-0.58097,1.35389,1.74564,-0.377282,1.32997,1.95534,-0.266713,1.27497,2.07746,0.505272,0.0493992,0.0148538,0.430475,-0.828806,-5.20613,-0.583492,0.126539,1.31212,1.66861,-16360,-46154.5,-19767.9,-16419.3
-5224.56,0.968153,0.0443276,7,127,0,5322.49,0.434661,3.77271,0.613914,0.387884,0.00574801,0.606368,0.191473,1.36368,2.01668,0.207976,1.36981,1.82274,0.340791,1.33701,1.73388,0.730675,1.39407,1.72794,0.769588,1.52246,1.77784,0.949325,1.5772,1.72157,1.00407,1.56604,1.51472,1.16905,1.43294,1.57024,1.41812,1.36288,1.33445,1.43313,1.20617,1.1841,1.63184,0.89883,1.01996,1.80709,0.952457,0.945781,1.78004,0.795864,0.773883,1.89811,0.713621,0.624565,1.93887,0.834016,0.347531,1.86165,0.924039,0.0924082,1.84938,1.0487,-0.0679919,1.89385,1.12613,-0.342051,1.85942,1.11914,-0.554852,1.87569,1.18526,-0.61768,1.81642,1.3065,-0.732488,1.72049,1.27719,-1.11313,1.33765,1.54689,-1.22702,1.35422,1.56322,-1.36736,1.35616,1.45128,-1.6164,1.04976,1.45913,-1.60094,0.902259,1.48001,-1.6964,0.804457,1.28363,-1.6971,0.582435,1.22692,-1.80059,0.501587,1.23063,-1.89938,0.384829,1.36005,-1.8715,0.0910982,1.59577,-1.93721,-0.133484,1.73617,-1.84573,-0.322991,1.49533,-1.9338,-0.511441,1.43006,-1.76448,-0.634697,1.45638,-1.69422,-0.752629,1.72711,-1.70796,-0.952879,1.63029,-1.40875,-1.12465,1.5797,-1.33141,-1.31785,1.92561,-1.42697,-1.46536,1.79629,-1.3418,-1.54953,1.88981,-1.18324,-1.71575,1.80845,-0.917296,-1.77369,1.91366,-0.764114,-1.79355,1.76709,-0.654951,-1.91555,2.19204,-0.41804,-1.85542,1.99576,-0.266833,-1.88873,1.9126,-0.194726,-1.8879,1.95856,0.0236813,-1.87326,1.82133,0.307476,-1.79116,1.91199,0.606396,-1.74122,1.91428,0.838505,-1.67532,1.97337,1.00549,-1.68836,1.92671,0.993648,-1.46183,1.72408,1.30578,-1.26938,1.76542,1.2869,-1.26755,1.89616,1.5364,-1.19886,1.81096,1.66022,-0.975469,1.6519,1.77545,-0.948588,1.6342,1.83358,-0.664681,1.83808,1.83828,-0.399585,1.8052,1.8786,-0.270466,1.95022,2.04264,0.521474,0.0311481,0.0480234,0.399354,-0.947049,-5.1589,-0.500268,0.515385,1.26294,2.4155,-15174.8,-44649.5,-15242.6,-16882.1
-5227.29,0.88427,0.0443276,7,127,0,5337.1,0.430493,3.02332,0.622332,0.390203,0.00247486,0.607322,0.231311,1.28101,1.86452,0.224256,1.27447,1.80113,0.35386,1.44929,1.78378,0.706972,1.62805,1.81936,0.817542,1.47563,1.86251,0.895749,1.45051,1.70414,1.05419,1.19279,1.53122,1.17349,1.12674,1.57177,1.4222,1.18723,1.41379,1.42492,1.11217,1.31476,1.61561,1.00108,1.04676,1.71426,0.853748,0.956354,1.76168,0.909369,0.75687,1.90357,0.76536,0.657117,1.82629,0.637633,0.446532,1.91489,0.645322,0.162151,1.84041,0.613054,-0.0879276,1.90555,0.652398,-0.252244,1.9557,0.776288,-0.565682,1.8431,0.681407,-0.627951,1.7893,0.738677,-0.670253,1.79337,0.869232,-0.989463,1.35487,0.707724,-1.28699,1.26361,0.566919,-1.40356,1.3803,0.740406,-1.59115,1.08193,0.954671,-1.6117,0.93211,1.12107,-1.69068,0.732322,1.15385,-1.71753,0.586848,0.99647,-1.80549,0.500205,1.09762,-1.8634,0.479314,1.22765,-1.92854,0.0437946,1.27477,-1.90322,-0.16065,1.35391,-1.94808,-0.353891,1.34271,-1.90891,-0.442716,1.42461,-1.78024,-0.614466,1.33883,-1.77144,-0.700443,1.46529,-1.63527,-0.937922,1.8002,-1.51088,-1.05715,1.85183,-1.47122,-1.30021,1.79822,-1.4535,-1.43671,1.63637,-1.21797,-1.4495,1.99972,-1.14085,-1.67189,1.87292,-0.974053,-1.7488,1.85926,-0.808807,-1.73082,1.60537,-0.573915,-1.90315,1.86226,-0.361717,-1.78113,1.82146,-0.252002,-1.94763,1.82411,-0.189705,-1.97937,1.80188,0.0506489,-1.86254,1.57312,0.310723,-1.88138,1.57554,0.563956,-1.75006,1.79823,0.75373,-1.63577,1.96182,0.965217,-1.62791,1.98427,0.950064,-1.47708,1.96455,1.36559,-1.22412,1.78555,1.42514,-1.23525,1.75159,1.50697,-1.18917,1.68669,1.57655,-0.936327,1.64406,1.76683,-0.952918,1.94481,1.86034,-0.690976,1.93416,1.87286,-0.43696,2.08516,1.86275,-0.386525,2.2418,2.00086,0.513501,0.0254875,0.0210909,0.43992,-0.941088,-6.00157,-0.498696,0.324029,0.935729,1.44191,-14234.3,-45505.3,-14299.3,-16523.3
-5221.94,0.921416,0.0443276,7,127,0,5318.1,0.430059,2.08982,0.621907,0.36553,0.00501667,0.629454,0.275996,1.41616,1.80703,0.171851,1.41255,1.79085,0.322882,1.50767,1.73808,0.646511,1.57643,1.81161,0.800321,1.45254,1.91063,0.932633,1.66749,1.75913,1.09987,1.55121,1.5015,1.22167,1.18884,1.5121,1.50054,0.922583,1.46557,1.46804,0.829822,1.3145,1.60709,0.80534,1.0498,1.72393,0.664185,0.916126,1.74388,0.830964,0.805282,1.88408,0.848101,0.704977,1.82505,0.953894,0.418855,1.92782,0.99541,0.212214,1.86681,1.10884,-0.0152875,1.89164,0.847085,-0.25086,1.97661,1.05013,-0.548273,1.82467,0.866628,-0.602445,1.74183,1.02247,-0.729931,1.75725,1.44547,-0.961659,1.36121,1.24088,-1.24092,1.2941,1.14881,-1.39207,1.32076,1.38477,-1.5777,1.09453,1.35203,-1.63952,0.922951,1.38567,-1.70279,0.807662,1.18896,-1.66033,0.58193,1.12945,-1.84286,0.50209,1.21845,-1.85978,0.439755,1.36898,-1.86155,0.0387238,1.45107,-1.85937,-0.0879319,1.38916,-1.96002,-0.287852,1.48653,-1.89835,-0.440811,1.49665,-1.78623,-0.633456,1.64035,-1.75123,-0.718346,1.8208,-1.60878,-0.922593,1.94111,-1.50277,-1.11925,2.07151,-1.52102,-1.2307,1.92634,-1.47175,-1.44474,2.1196,-1.22099,-1.47894,2.29225,-1.13195,-1.67327,2.41072,-1.05117,-1.70584,2.42305,-0.789247,-1.79172,2.15855,-0.597763,-1.87041,2.13728,-0.389233,-1.82119,2.25183,-0.248318,-2.01709,2.30818,-0.173727,-2.03671,2.15048,0.0696473,-1.90937,1.9056,0.262278,-1.84273,1.79539,0.5462,-1.66673,1.57813,0.709604,-1.56914,1.61654,0.960922,-1.63779,1.5654,1.06918,-1.48172,1.43518,1.36625,-1.26463,1.28338,1.37829,-1.19467,1.50066,1.48678,-1.20615,1.5657,1.56523,-0.949249,1.46901,1.69582,-0.973419,1.36975,1.80583,-0.640653,1.01592,1.86015,-0.379633,0.99082,1.94741,-0.349275,0.918703,2.06078,0.512733,0.0363422,0.0193017,0.431623,-1.00641,-5.29499,-0.462903,0.305601,1.17781,1.64106,-14002.9,-45537.1,-14068.7,-16433.2
-5235.88,0.814298,0.0443276,7,127,0,5332.59,0.432408,0.454921,0.618224,0.406474,0.0163004,0.577225,0.205189,0.95257,1.73339,0.257604,0.618568,1.75217,0.409837,0.559561,1.84346,0.722828,0.809396,1.84182,0.834952,0.68603,1.75779,1.10557,0.960118,1.63823,1.09522,1.26737,1.56673,1.16634,1.02094,1.41142,1.3113,1.11643,1.27918,1.60741,1.06634,1.13087,1.65305,0.865421,0.883328,1.75184,1.02505,0.974273,1.74986,1.32241,0.855336,2.07379,1.26715,0.519815,1.83004,1.22839,0.346397,1.83628,0.957523,-0.00803032,1.83602,1.1703,-0.056743,1.82378,0.924236,-0.248592,1.91445,0.936543,-0.448324,1.71633,0.818455,-0.586606,1.72618,0.760149,-0.836401,1.764,0.817612,-1.02947,1.41259,0.528381,-1.21935,1.29113,0.763051,-1.42446,1.38229,0.852352,-1.58019,1.16969,1.00947,-1.6375,1.03923,1.1152,-1.60922,0.865716,1.26224,-1.67342,0.755874,1.06081,-1.79027,0.490048,1.09245,-1.83765,0.331598,1.35116,-1.86195,0.142877,1.50912,-1.9412,-0.115436,1.56581,-1.96288,-0.287978,1.67622,-1.77645,-0.425794,1.75709,-1.8547,-0.736993,1.93114,-1.81663,-0.768614,2.03232,-1.77794,-0.956093,1.60895,-1.4898,-1.09074,1.43508,-1.51465,-1.35515,1.46745,-1.46649,-1.42693,1.40644,-1.1559,-1.6701,1.59203,-1.10827,-1.62632,1.83459,-1.0363,-1.75769,1.84867,-0.671428,-1.84577,1.97327,-0.595813,-2.00322,2.07755,-0.538721,-1.91567,1.76488,-0.286375,-1.89581,1.80992,-0.0643584,-1.94949,1.86486,0.0585022,-1.9942,1.87953,0.257729,-1.84236,1.97065,0.527211,-1.74129,2.0465,0.607968,-1.65029,2.11844,0.917221,-1.56278,2.57804,1.12026,-1.39691,2.56087,1.23175,-1.30102,2.59942,1.20152,-1.19041,2.53992,1.47883,-1.13793,2.59273,1.612,-0.887125,2.56626,1.74233,-0.776369,2.5074,1.73088,-0.582755,2.61466,1.80777,-0.4881,2.54628,1.94288,-0.170087,2.4845,2.01046,0.508459,0.0294348,0.0245651,0.437541,-0.900235,-4.11656,-0.549523,0.203021,0.909456,1.49902,-16455.2,-44921.2,-77631.8,-16511.3
-5212.42,0.766761,0.0443276,7,127,0,5334.01,0.434005,1.21464,0.605669,0.303012,0.0107216,0.686267,0.125319,1.15136,1.91737,0.189105,1.52847,1.81911,0.386613,1.32868,1.78706,0.726148,1.26878,1.89907,0.859368,1.20697,1.80255,0.904355,1.27682,1.69885,1.19959,1.27482,1.4358,1.17697,0.964694,1.47884,1.33188,1.00462,1.33125,1.43325,1.01216,1.24298,1.65336,0.981269,0.960179,1.72347,1.15455,0.846663,1.75667,1.2111,0.826315,2.01335,1.12059,0.606668,1.87826,1.0501,0.338706,1.99115,1.15268,0.108084,1.84795,1.08961,-0.0406006,1.90753,1.16805,-0.295366,1.90214,1.0528,-0.491827,1.75522,1.0585,-0.662491,1.60265,1.21906,-0.777815,1.70126,1.07399,-0.973292,1.5269,1.18651,-1.17133,1.24466,1.35249,-1.44657,1.33049,1.36207,-1.75683,1.15246,1.42341,-1.62786,0.962011,1.21067,-1.68267,0.885615,1.15036,-1.7174,0.608257,0.978694,-1.78779,0.505423,0.902616,-1.84035,0.307866,0.972802,-1.90851,0.142096,1.18227,-1.99168,-0.0323211,1.19548,-1.98322,-0.235081,1.3339,-1.76362,-0.455122,1.16768,-1.78718,-0.677608,1.24875,-1.68365,-0.723276,1.38206,-1.56882,-0.892777,1.33069,-1.50514,-1.20331,1.23949,-1.51535,-1.38837,1.52471,-1.37452,-1.47612,1.6108,-1.21551,-1.42439,1.8292,-1.15719,-1.58064,1.73202,-1.0695,-1.78977,1.6605,-0.797564,-1.87818,1.80465,-0.638647,-1.8926,1.88738,-0.40893,-1.86464,2.05993,-0.233472,-1.97041,2.03503,-0.143977,-1.97016,1.96976,0.0236496,-1.93492,1.85683,0.286133,-1.93873,1.94567,0.553645,-1.79983,1.90202,0.749774,-1.6617,1.9416,0.910518,-1.52588,1.88585,1.09768,-1.40452,2.12595,1.18793,-1.34074,2.39248,1.25689,-1.23477,2.41974,1.4519,-1.24908,2.46603,1.58199,-1.04828,2.39494,1.57552,-0.887425,2.3157,1.72228,-0.548233,2.42592,1.74612,-0.25969,2.01017,1.87756,-0.325878,1.86168,2.01426,0.492985,0.042901,0.0376265,0.426488,-1.19398,-4.53549,-0.376489,-0.168362,0.861262,1.7643,-16838.7,-44995.1,-16908.7,-16961
-5214.34,0.9511,0.0443276,7,127,0,5311.8,0.424435,0.543898,0.621435,0.431006,0.0102739,0.55872,0.19411,1.38453,1.88378,0.253217,1.4541,1.83875,0.32343,1.5365,1.90774,0.700065,1.35058,1.85789,0.84167,1.51935,1.89844,1.03748,1.42569,1.67445,1.02083,1.46257,1.61507,1.22937,1.67603,1.56857,1.38203,1.62781,1.41757,1.671,1.42613,1.15134,1.60965,1.57523,0.906191,1.80559,1.64025,0.881746,1.84502,1.53702,0.680027,1.8077,1.45028,0.544139,1.81243,1.53243,0.303239,1.84449,1.76936,0.110869,2.02926,1.85998,0.048848,1.84797,2.11467,-0.191648,1.86131,2.3934,-0.523569,1.84247,2.47279,-0.687772,1.83326,2.37524,-0.804319,1.60785,2.53063,-0.967866,1.39997,2.30024,-1.1608,1.33971,2.49685,-1.40311,1.32518,2.16659,-1.4979,1.05995,2.13751,-1.64734,0.864277,2.12622,-1.59947,0.737969,2.2242,-1.65666,0.699277,2.20809,-1.77982,0.385842,2.29182,-1.75649,0.340983,2.32045,-1.78928,0.136643,2.16366,-1.8025,-0.103949,2.23932,-1.96368,-0.286755,2.10246,-1.96437,-0.493363,2.11137,-1.83324,-0.723057,2.09724,-1.83982,-0.736681,1.98804,-1.79152,-0.882988,2.05006,-1.47342,-1.03648,2.07827,-1.59073,-1.29689,2.22829,-1.48721,-1.43511,2.04093,-1.28455,-1.66529,1.97182,-1.16566,-1.68941,1.90756,-0.886877,-1.7273,1.91773,-0.637243,-1.82563,1.71575,-0.592219,-1.87963,1.74694,-0.50551,-2.00205,1.90674,-0.209921,-1.90747,2.02608,-0.131634,-1.92455,1.98181,0.216447,-1.84202,1.91078,0.392036,-1.80678,1.90524,0.559944,-1.70926,1.76146,0.663244,-1.64078,1.67423,0.951348,-1.65781,1.32702,1.10059,-1.5113,1.08575,1.30715,-1.19678,1.21643,1.33643,-1.20806,1.45558,1.41929,-0.990597,1.67883,1.6041,-0.925535,1.70535,1.74272,-0.887633,1.79685,1.74334,-0.634419,1.68294,1.91456,-0.573821,1.83302,1.91246,-0.274099,1.93486,1.90602,0.518096,0.0395827,0.0146179,0.427703,-0.841633,-4.57815,-0.582107,0.434313,1.3843,1.73513,-16442.5,-46242,-67789.9,-16514.7
-5219.66,0.679813,0.0443276,7,127,0,5310.69,0.427005,0.414283,0.60773,0.312253,0.00247166,0.685276,0.0506477,2.03808,1.98125,0.193352,2.09778,1.74289,0.343394,1.79667,1.85245,0.833975,1.88177,1.91009,0.80395,1.72065,1.87968,1.0611,1.82137,1.60636,1.14057,1.55968,1.51004,1.20605,1.56521,1.48856,1.31803,1.74455,1.40774,1.59773,1.91907,1.18327,1.54098,2.09566,0.969973,1.76842,1.89296,0.964404,1.80685,1.82663,0.776231,1.89976,2.08625,0.58476,1.88804,1.92515,0.382739,1.94646,1.82376,0.0384273,1.99539,2.0673,0.0183552,1.92207,1.89633,-0.375938,1.87063,1.76621,-0.619622,1.73247,1.67356,-0.646891,1.63872,1.75833,-0.857246,1.56291,1.52424,-0.959593,1.51055,1.48279,-1.10192,1.26448,1.45546,-1.49148,1.32535,1.36704,-1.59852,1.15748,1.61221,-1.74411,0.896518,1.75784,-1.65593,0.838361,1.76538,-1.7713,0.647253,1.60285,-1.82188,0.415672,1.91217,-1.77909,0.310943,2.03152,-1.8979,0.126955,1.89181,-1.98806,0.0113314,1.90728,-1.89801,-0.236697,1.96997,-1.89606,-0.472816,1.77043,-1.75307,-0.653765,1.68434,-1.66025,-0.760871,1.89559,-1.6718,-0.923168,1.94785,-1.34257,-1.08425,2.09151,-1.50081,-1.39766,2.04627,-1.4406,-1.42559,2.00303,-1.12839,-1.48568,1.94712,-1.19868,-1.64375,1.87287,-1.17249,-1.76488,1.76984,-0.7977,-1.90197,1.8833,-0.724748,-1.89675,1.90414,-0.402281,-1.80643,1.81071,-0.210746,-1.83264,2.00959,-0.202486,-1.99594,2.15259,0.0871705,-1.95463,2.11729,0.299743,-1.90647,2.143,0.616127,-1.72737,2.06604,0.792409,-1.65886,1.88806,0.986607,-1.51371,1.92378,1.01145,-1.51532,1.96133,1.31952,-1.36911,1.90648,1.30622,-1.32146,2.0075,1.42623,-1.18254,1.88635,1.55942,-1.07327,2.14307,1.68926,-0.832401,2.13427,1.75892,-0.526531,2.20877,1.77128,-0.39822,2.09576,1.83069,-0.303613,1.99446,1.96908,0.505558,0.0794005,0.00664099,0.408401,-1.16394,-6.00286,-0.377934,0.133387,2.039,2.19838,-16948.2,-46196.3,-105164,-17013.6
-5216.92,0.910401,0.0443276,7,127,0,5305.04,0.4215,2.90707,0.623735,0.453059,0.00808723,0.538854,0.172686,0.815698,1.86949,0.201602,0.775403,1.82592,0.330815,0.989675,1.96215,0.750289,1.07548,1.84313,0.81548,1.21021,1.82405,0.979082,1.15511,1.6193,1.08052,1.29176,1.58923,1.23054,1.2308,1.56079,1.35322,1.2749,1.34469,1.574,1.56953,1.13352,1.56707,1.47455,0.941992,1.78724,1.11072,0.890767,1.81625,1.30031,0.644576,1.83343,1.32969,0.44046,1.78796,1.23277,0.264985,1.8623,1.59841,0.140942,1.92269,1.62775,0.131773,1.91603,1.82528,-0.217145,1.8603,1.76223,-0.446956,1.77441,1.79961,-0.556681,1.72924,1.96671,-0.686282,1.59333,1.81524,-0.931991,1.43669,2.03208,-1.14995,1.26213,2.20939,-1.49359,1.38073,2.39021,-1.54717,1.10257,2.37595,-1.59328,0.884817,2.41628,-1.59454,0.793373,2.34318,-1.74551,0.603517,2.29387,-1.73245,0.484199,2.26995,-1.72899,0.448015,2.3131,-1.81411,0.0719282,2.4413,-1.92731,-0.129947,2.03298,-1.90235,-0.262666,1.86893,-1.86296,-0.50234,2.00751,-1.81801,-0.719784,2.03572,-1.81297,-0.692051,2.31887,-1.7778,-0.88166,2.22452,-1.40833,-1.16913,2.28888,-1.60507,-1.39813,2.49779,-1.56413,-1.44957,2.71842,-1.20304,-1.52152,2.73918,-1.10499,-1.60712,2.40219,-0.875741,-1.70511,2.47673,-0.58494,-1.81874,2.54749,-0.522745,-2.02886,2.46131,-0.336863,-1.96903,2.65635,-0.13245,-1.90663,2.50261,-0.145053,-1.92954,2.53246,0.134667,-1.79926,2.56249,0.379344,-1.92482,2.49387,0.518158,-1.73169,2.31252,0.769499,-1.59232,2.58414,1.02649,-1.60466,2.6513,1.00216,-1.50205,2.75818,1.32961,-1.20968,2.86098,1.29133,-1.20079,2.91155,1.48045,-1.08915,2.97031,1.6057,-1.01946,2.90017,1.68214,-0.922922,2.85452,1.79647,-0.67372,2.73475,1.8016,-0.466938,2.80053,1.85319,-0.316396,2.99539,2.02966,0.516939,0.0142426,0.0516685,0.41715,-0.791733,-4.81747,-0.618311,0.406532,0.748354,1.9884,-15282.5,-46964.8,-15343.4,-16410.8
-5225.47,0.937425,0.0443276,7,127,0,5315.27,0.43176,1.3181,0.605623,0.293765,0.00428329,0.701952,0.179884,1.15467,1.8555,0.259449,1.23319,1.86183,0.465843,1.47539,1.78436,0.739083,1.38186,1.9582,0.894082,1.42922,1.91459,0.986553,1.27036,1.79227,1.17195,1.31123,1.49753,1.18986,1.31101,1.43756,1.33608,1.09299,1.43209,1.50472,1.30358,1.28309,1.70837,1.09357,0.962981,1.73359,1.15137,0.858794,1.75433,1.00879,0.857546,1.88435,0.857863,0.724675,1.90256,0.852309,0.488642,1.93213,0.870055,0.149311,1.89806,0.750215,-0.0895084,1.8562,0.865811,-0.315668,1.89604,0.950196,-0.544399,1.85793,1.33154,-0.797932,1.67704,1.45421,-0.91291,1.78771,1.43947,-1.02548,1.45446,1.58779,-1.16754,1.32201,1.83299,-1.384,1.18895,1.73077,-1.68388,1.0555,1.6788,-1.66394,0.926591,1.68656,-1.66043,0.830352,1.59113,-1.6461,0.688815,1.68207,-1.75817,0.406857,1.79782,-1.74859,0.246892,1.59659,-1.81526,0.214597,1.6485,-1.85926,-0.0531784,2.00363,-2.03424,-0.244599,2.18785,-1.89521,-0.466122,2.00737,-1.86697,-0.663035,2.07568,-1.65142,-0.78635,2.05944,-1.57792,-0.937753,2.159,-1.56427,-1.00971,2.18141,-1.45525,-1.24061,2.21476,-1.32239,-1.46793,2.21531,-1.29633,-1.54584,2.23536,-1.20124,-1.66637,2.50251,-1.06438,-1.78917,2.31871,-0.819148,-1.80721,2.57031,-0.723531,-1.79823,2.82672,-0.528628,-1.91679,2.42807,-0.312382,-1.97439,2.21413,-0.148876,-2.02146,2.11655,0.0888027,-1.97183,2.28087,0.266303,-1.78714,2.42046,0.601166,-1.7806,2.48677,0.691337,-1.7338,2.20244,0.911195,-1.63832,2.18187,1.13067,-1.43279,2.19806,1.23492,-1.3465,2.23074,1.32423,-1.22682,2.31773,1.46487,-1.16906,2.47754,1.56078,-1.00745,2.35887,1.66374,-0.824332,2.03746,1.77243,-0.553103,2.10562,1.83199,-0.398921,2.30161,1.96552,-0.262499,2.62413,1.92811,0.495498,0.0495019,0.0321565,0.422843,-1.22498,-5.45303,-0.35389,-0.108039,1.08001,1.85176,-16957.7,-45118.4,-18898.5,-17025.2
-5230.44,0.909169,0.0443276,7,127,0,5322.33,0.425207,0.874122,0.614036,0.408237,0.0197828,0.57198,0.190877,1.49755,1.80635,0.102461,1.44675,1.91975,0.317177,1.58226,1.8833,0.700426,1.49544,1.80206,0.817913,1.45765,1.70675,0.892408,1.30638,1.6257,1.07802,1.55074,1.55842,1.20918,1.44531,1.60938,1.36813,1.64468,1.36081,1.56619,1.91428,1.04668,1.58048,1.66283,0.98568,1.80286,1.66243,0.87038,1.81861,1.61485,0.594676,1.91444,1.67519,0.448496,1.86665,1.74065,0.24224,1.86634,1.66908,0.00988393,1.91125,1.78708,0.0917506,1.80115,1.55959,-0.171878,1.96564,1.53524,-0.503729,1.72025,1.69035,-0.507123,1.72105,1.70376,-0.717573,1.57268,1.88168,-0.882791,1.44945,1.77313,-1.20783,1.31986,1.81699,-1.41642,1.42218,1.90443,-1.58907,1.11,1.80523,-1.587,0.912585,1.82051,-1.62973,0.81491,1.56171,-1.79939,0.586168,1.49755,-1.79874,0.452472,1.52481,-1.78551,0.485089,1.51875,-1.92938,0.0607962,1.41339,-1.93575,-0.11151,1.24886,-1.84881,-0.273316,0.974346,-1.89786,-0.461837,1.18077,-1.79314,-0.730432,0.854914,-1.78453,-0.674416,0.869044,-1.74224,-0.891309,0.47251,-1.54165,-1.14059,0.828936,-1.55365,-1.43716,0.756892,-1.5301,-1.518,0.54062,-1.28509,-1.5145,0.491063,-1.09339,-1.60533,0.628476,-0.907301,-1.71706,0.699172,-0.576075,-1.81604,0.899341,-0.576231,-1.98846,1.17323,-0.312539,-2.0217,1.15343,-0.169128,-1.87359,1.22704,-0.0995693,-1.86291,1.30344,0.196772,-1.87156,1.6508,0.32006,-1.90172,1.74572,0.545571,-1.78366,1.72309,0.73293,-1.52988,1.37634,0.968477,-1.60179,1.55442,1.02132,-1.44719,1.52594,1.25309,-1.21901,1.49028,1.31444,-1.18318,1.13839,1.42699,-1.14178,0.98461,1.55145,-0.977095,1.04976,1.64629,-0.906941,1.10833,1.76526,-0.645761,1.08473,1.7429,-0.477424,1.17112,1.89315,-0.270436,1.215,1.9567,0.511758,0.0499298,0.0096615,0.428651,-0.895907,-3.92294,-0.558651,0.282187,1.4805,1.71238,-16675.6,-46356,-20687.5,-16735.3
