epsilon,l.1,l.2,l.3,l.4,l.5,l.6,l.7,l.8,l.9,l.10,l.11,l.12,l.13,l.14,l.15,l.16,l.17,l.18,l.19,l.20,l.21,l.22,l.23,l.24,l.25,l.26,l.27,l.28,l.29,l.30,l.31,l.32,l.33,l.34,l.35,l.36,l.37,l.38,l.39,l.40,l.41,l.42,l.43,l.44,l.45,l.46,l.47,l.48,l.49,l.50,l.51,l.52,l.53,l.54,l.55,l.56,l.57,l.58,l.59,l.60,l.61,l.62,l.63,l_init,logModel
1.08564,1.27855,1.35565,1.30938,1.45832,1.44664,1.64982,1.46466,1.42008,1.31025,1.31699,1.21774,1.12865,1.31749,1.08418,0.936987,0.762396,0.6609,0.434247,0.309553,0.276639,0.235023,0.0573497,-0.196846,-0.383719,-0.410235,-0.686336,-0.743983,-0.896722,-0.899069,-0.91363,-1.20025,-1.13739,-1.1763,-1.20091,-1.35275,-1.44042,-1.348,-1.22515,-1.27059,-1.30127,-1.32196,-1.43613,-1.22291,-1.22103,-1.22376,-1.08981,-0.761036,-0.790903,-0.733889,-0.59523,-0.227526,-0.129003,-0.105553,0.102891,0.308697,0.347083,0.52843,0.588184,0.579989,0.688904,0.998914,1.1328,0.987408,1.2151,-9421.01
1.07225,1.29856,1.44025,1.3252,1.45242,1.51325,1.59146,1.43979,1.4418,1.37687,1.36443,1.21033,1.32933,1.29806,1.05774,0.91373,0.738257,0.639203,0.418814,0.31442,0.286527,0.241303,-0.0639311,-0.221314,-0.417254,-0.5491,-0.66347,-0.744728,-0.911095,-0.849526,-1.03332,-1.09487,-1.11802,-1.2141,-1.22027,-1.26169,-1.51619,-1.31659,-1.17804,-1.29485,-1.31626,-1.29867,-1.36352,-1.33626,-1.05054,-1.16339,-1.07801,-0.852454,-0.778634,-0.707158,-0.569954,-0.287807,-0.0986006,-0.101643,0.0607115,0.281155,0.369593,0.502841,0.505206,0.638433,0.717865,0.886305,1.0711,1.03721,1.20833,-9413.63
1.06907,1.20569,1.25195,1.22088,1.44331,1.50241,1.39374,1.4037,1.43206,1.37385,1.42018,1.3284,1.17974,1.177,1.07831,0.941713,0.729197,0.738523,0.589907,0.480539,0.203166,0.161825,-0.0348823,-0.330556,-0.436424,-0.48121,-0.559453,-0.64896,-0.938348,-1.06291,-1.03958,-1.04742,-1.17112,-1.25925,-1.32171,-1.29614,-1.40888,-1.41936,-1.47893,-1.36303,-1.37452,-1.36973,-1.31365,-1.19449,-1.12411,-1.07931,-0.969578,-0.982022,-0.861887,-0.907145,-0.540879,-0.313343,-0.151976,0.116889,0.103775,0.240893,0.30211,0.536054,0.641348,0.670436,0.760089,0.94033,1.04974,1.03445,1.40567,-9411.94
1.07889,1.20534,1.19889,1.2446,1.4808,1.43862,1.33359,1.39578,1.44266,1.31116,1.19057,1.11205,1.11432,1.20874,1.02442,0.841754,0.672787,0.744656,0.537199,0.324764,0.169823,0.204521,0.0347014,-0.223101,-0.272417,-0.416232,-0.666019,-0.684876,-0.724613,-0.70567,-0.834591,-1.02514,-1.21976,-1.29867,-1.29847,-1.23353,-1.31334,-1.23913,-1.28287,-1.36089,-1.38697,-1.26606,-1.26321,-1.24164,-1.14006,-1.01221,-0.822826,-0.703156,-0.5955,-0.676698,-0.441713,-0.285655,-0.224408,-0.0662018,-0.000602062,0.224958,0.305424,0.521948,0.569171,0.653326,0.789754,0.960251,1.04287,0.984364,1.38901,-9409.7
1.09282,1.21168,1.2132,1.3097,1.29513,1.46028,1.56734,1.43735,1.43311,1.49067,1.54791,1.40078,1.37129,1.09547,1.08181,0.935327,0.850093,0.594747,0.537126,0.445216,0.383257,0.0805828,0.0873389,-0.124592,-0.448898,-0.638502,-0.52251,-0.694315,-0.803595,-1.00077,-1.02148,-1.00838,-1.05348,-1.21765,-1.21862,-1.41949,-1.30485,-1.38654,-1.27989,-1.3307,-1.43633,-1.37993,-1.39314,-1.19859,-1.16513,-1.17932,-1.1691,-1.01017,-0.864401,-0.451885,-0.464521,-0.2947,-0.136495,0.0017979,0.154513,0.233472,0.412144,0.465479,0.61632,0.782709,0.829475,0.924767,1.05403,1.27751,0.970704,-9422
1.07227,1.27172,1.19515,1.2397,1.47247,1.41947,1.29872,1.3298,1.52897,1.40804,1.31581,1.40492,1.23736,1.10528,1.05217,0.981661,0.731014,0.746708,0.567365,0.48744,0.271134,0.164239,-0.0355576,-0.213817,-0.552992,-0.586207,-0.835241,-0.720118,-0.831757,-0.950451,-0.974525,-0.903825,-1.04709,-1.25596,-1.32209,-1.25651,-1.40357,-1.25274,-1.21366,-1.19047,-1.25795,-1.27065,-1.23642,-1.32758,-1.17391,-1.1247,-0.954878,-0.787486,-0.753455,-0.793361,-0.480121,-0.307271,-0.155751,0.0775443,0.0238082,0.177475,0.134815,0.383771,0.748411,0.873922,0.973515,0.815938,0.83181,1.04625,1.51707,-9428.6
1.08382,1.17447,1.18525,1.31264,1.41451,1.4097,1.39272,1.42892,1.41235,1.38954,1.34822,1.23805,1.347,1.25723,1.09978,0.921906,0.751269,0.614008,0.47698,0.310144,0.28649,0.162561,0.0176918,-0.202671,-0.369032,-0.439338,-0.502717,-0.774524,-0.745536,-0.903186,-0.968274,-1.05658,-1.03908,-1.22015,-1.30275,-1.35187,-1.35364,-1.48963,-1.37038,-1.25807,-1.21858,-1.18219,-1.39402,-1.25372,-1.06518,-1.01615,-1.03039,-0.822982,-0.850665,-0.61994,-0.545356,-0.348148,-0.182018,-0.0609744,0.0288125,0.160539,0.261298,0.406,0.555049,0.619064,0.675045,0.852104,0.849996,0.924208,1.13704,-9408.34
1.09121,1.18248,1.35629,1.41495,1.55294,1.46429,1.51462,1.4395,1.19903,1.29242,1.34749,1.17108,1.3283,1.23448,1.07821,0.922294,0.837541,0.613344,0.475663,0.375903,0.266962,0.0594212,0.0562554,-0.0907519,-0.333255,-0.461166,-0.487505,-0.667254,-0.811389,-0.941848,-0.941868,-1.04206,-1.11804,-1.1091,-1.25323,-1.29687,-1.42976,-1.33151,-1.31507,-1.3404,-1.17999,-1.33235,-1.45107,-1.18467,-1.06836,-0.942534,-0.96364,-0.916383,-0.850284,-0.655671,-0.471461,-0.393809,-0.173521,-0.138085,0.0223735,0.141444,0.305865,0.473506,0.534486,0.543524,0.742418,0.879206,0.941965,1.03844,1.08362,-9414.85
1.07908,1.22052,1.21725,1.53032,1.56908,1.54519,1.503,1.43486,1.25004,1.34553,1.23823,1.23176,1.19415,1.28401,1.09721,0.905599,0.823122,0.568575,0.526006,0.44487,0.281955,0.150936,-0.0291211,-0.0496949,-0.31243,-0.574521,-0.537151,-0.766323,-0.729319,-0.911359,-1.04847,-1.25137,-1.12051,-1.2339,-1.2729,-1.23805,-1.33046,-1.3435,-1.47956,-1.46708,-1.38503,-1.19717,-1.32791,-1.21945,-1.04481,-1.06113,-0.959226,-0.847545,-0.725056,-0.545429,-0.527062,-0.283833,-0.250989,-0.117002,-0.0848637,0.198609,0.288525,0.532743,0.625276,0.65627,0.701875,0.868437,0.93581,0.976964,1.13138,-9418.75
1.08232,1.33899,1.37957,1.24954,1.43714,1.46168,1.30777,1.28274,1.50642,1.37031,1.43819,1.22861,1.23538,1.06172,1.05161,0.833516,0.520311,0.616173,0.466452,0.3634,0.25079,0.0754434,0.00969937,-0.305605,-0.507529,-0.515716,-0.672507,-0.66186,-0.907812,-0.804803,-0.885953,-1.03522,-1.36478,-1.33088,-1.23519,-1.35273,-1.34741,-1.37651,-1.19424,-1.2579,-1.28767,-1.30721,-1.17089,-1.18961,-1.11209,-1.03266,-0.967454,-0.802487,-0.785636,-0.683206,-0.366772,-0.355046,-0.164931,0.0140695,0.168774,0.218501,0.368915,0.479083,0.654625,0.804866,0.928695,0.885772,0.928622,1.06674,1.46003,-9417
1.08502,1.24127,1.12776,1.28717,1.26191,1.27819,1.45422,1.48442,1.33613,1.44233,1.24299,1.20836,1.16909,1.24005,1.06328,0.941409,0.932164,0.701108,0.592173,0.443952,0.350622,0.26016,-0.0219382,-0.177973,-0.360384,-0.515856,-0.539801,-0.730831,-0.663128,-0.938477,-0.983182,-1.08902,-0.962496,-1.16514,-1.33304,-1.34271,-1.32105,-1.24486,-1.36479,-1.49267,-1.51134,-1.34165,-1.37461,-1.25089,-1.20071,-1.24667,-1.08947,-0.944639,-0.678047,-0.524749,-0.532134,-0.207052,-0.149138,-0.0373601,-0.0346047,0.231386,0.2525,0.404261,0.508634,0.594212,0.685011,0.948673,1.13807,1.1706,1.14293,-9420.55
1.08249,1.19887,1.16786,1.27665,1.20348,1.20391,1.37905,1.39373,1.35483,1.42721,1.24247,1.19283,1.1135,1.18284,1.10607,0.903206,0.922974,0.734275,0.650002,0.441218,0.327262,0.22295,0.0228094,-0.14234,-0.372741,-0.558487,-0.518778,-0.755588,-0.699603,-1.02727,-1.01579,-1.00484,-0.941075,-1.11783,-1.30406,-1.30958,-1.29811,-1.26573,-1.38149,-1.52066,-1.51977,-1.30843,-1.38362,-1.27242,-1.1987,-1.1235,-1.05253,-0.924742,-0.672802,-0.582537,-0.527473,-0.203855,-0.158262,-0.0807619,0.0198715,0.251038,0.238337,0.386804,0.497371,0.666086,0.64114,0.906292,1.18772,1.18248,1.12456,-9422.73
1.077,1.27769,1.22344,1.17444,1.48175,1.57312,1.43144,1.40123,1.4224,1.28062,1.40926,1.22992,1.25702,1.1008,1.15789,1.09553,0.691117,0.666302,0.465146,0.39886,0.220389,0.0554765,-0.0429007,-0.238407,-0.373962,-0.444064,-0.729764,-0.68788,-0.910171,-0.829986,-0.904436,-0.997256,-1.29325,-1.40137,-1.23163,-1.32579,-1.36927,-1.41721,-1.24118,-1.24049,-1.25565,-1.30192,-1.21142,-1.26662,-1.11627,-1.12195,-1.04546,-0.930758,-0.928831,-0.67091,-0.376052,-0.343749,-0.0876162,0.105889,0.0773235,0.14731,0.457982,0.589576,0.667474,0.666618,0.899822,0.919868,0.926027,1.10852,1.46528,-9419.75
1.0761,1.22536,1.04097,1.28694,1.46279,1.45929,1.41219,1.47187,1.4071,1.43897,1.19987,1.18805,1.17903,1.13172,1.11841,0.942564,0.805263,0.704175,0.515693,0.499395,0.365872,0.0698927,-0.109877,-0.174915,-0.486225,-0.60156,-0.628084,-0.698093,-0.782528,-0.879776,-0.872677,-1.04384,-1.05087,-1.24793,-1.16729,-1.27498,-1.31121,-1.22729,-1.30141,-1.28326,-1.33064,-1.18958,-1.06773,-1.18551,-1.09431,-1.13858,-1.03522,-0.836208,-0.732531,-0.616572,-0.545849,-0.292392,-0.290231,-0.0319164,0.0312036,0.220654,0.347726,0.53748,0.698989,0.611455,0.740758,0.939355,0.937567,1.0496,1.39783,-9410.64
1.07148,1.3847,1.28781,1.1685,1.27392,1.52136,1.49709,1.47037,1.3709,1.22325,1.33084,1.14496,1.16442,1.16828,1.07275,0.916314,0.687414,0.682679,0.565076,0.326685,0.167888,0.237944,0.0896688,-0.203537,-0.369498,-0.472958,-0.572601,-0.673979,-0.783984,-0.925388,-1.06335,-0.973977,-1.13905,-1.1556,-1.31893,-1.31024,-1.3595,-1.37225,-1.25611,-1.32795,-1.287,-1.20122,-1.28554,-1.20503,-1.21771,-1.16447,-0.998871,-0.854235,-0.795104,-0.607061,-0.41093,-0.441321,-0.160061,-0.0823789,-0.020885,0.206993,0.334763,0.494825,0.43962,0.645893,0.767584,0.912358,1.16126,1.16744,1.47157,-9411.21
1.06824,1.36571,1.2965,1.07126,1.33826,1.57975,1.53802,1.53136,1.40428,1.28565,1.32589,1.18379,1.13893,1.16223,1.13638,0.963511,0.79492,0.668459,0.511332,0.378749,0.110502,0.184305,0.0735136,-0.181453,-0.37036,-0.538012,-0.574489,-0.628769,-0.753534,-0.908292,-1.0622,-0.913629,-1.12811,-1.16777,-1.34149,-1.34485,-1.32249,-1.35826,-1.29432,-1.36334,-1.31499,-1.20823,-1.30662,-1.20238,-1.17581,-1.12434,-0.983153,-0.900667,-0.789835,-0.57997,-0.50952,-0.446446,-0.164857,-0.109737,-0.0447734,0.268803,0.309594,0.504548,0.43137,0.684342,0.702839,0.872487,1.19038,1.19469,1.3491,-9417.07
1.07094,1.29444,1.32229,1.07769,1.3936,1.6581,1.52853,1.45547,1.36094,1.2309,1.30883,1.25701,1.25164,1.20987,1.12025,0.917631,0.761111,0.656946,0.50477,0.362142,0.154839,0.144394,0.140329,-0.224396,-0.495108,-0.503751,-0.546312,-0.665302,-0.807481,-0.905648,-1.06665,-1.00654,-1.06611,-1.15081,-1.39215,-1.3347,-1.32723,-1.40922,-1.25826,-1.35432,-1.33077,-1.18516,-1.30293,-1.20512,-1.15143,-1.11308,-1.00073,-0.927412,-0.708339,-0.62968,-0.515505,-0.418177,-0.1109,-0.120279,0.0213132,0.210338,0.307469,0.483716,0.47716,0.669843,0.781303,0.844639,1.15221,1.1984,1.44075,-9417.44
1.07542,1.26961,1.12912,1.34939,1.44064,1.43804,1.47881,1.52383,1.44521,1.43279,1.35405,1.34258,1.17627,0.946673,0.953115,0.777131,0.658933,0.726021,0.546823,0.335015,0.21704,0.0553419,-0.0609922,-0.272512,-0.370956,-0.542884,-0.614028,-0.560779,-0.587292,-0.724495,-0.809998,-1.00653,-1.11618,-1.20148,-1.06292,-1.45577,-1.4695,-1.24179,-1.23237,-1.22815,-1.39924,-1.50146,-1.29127,-1.23739,-1.09132,-1.11926,-0.978171,-0.890154,-0.867505,-0.569605,-0.515025,-0.241264,-0.268642,0.0210273,0.0452566,0.215184,0.344376,0.467894,0.629815,0.66918,0.909303,0.938365,0.807557,1.06406,1.16692,-9423.49
1.08496,1.22027,1.2823,1.14095,1.35553,1.52849,1.48972,1.40353,1.45516,1.33878,1.34262,1.17224,1.23573,1.2636,1.05259,0.945762,0.817613,0.589157,0.454317,0.380687,0.16241,0.0996286,0.0592934,-0.100076,-0.470024,-0.529477,-0.591117,-0.824224,-0.905307,-0.954975,-1.01093,-1.03446,-1.21129,-1.35848,-1.51642,-1.25529,-1.31934,-1.48606,-1.35168,-1.46933,-1.40887,-1.2352,-1.30684,-1.224,-1.16298,-1.05507,-1.04875,-0.907039,-0.743392,-0.768346,-0.53313,-0.493496,-0.160356,-0.0837145,0.120459,0.3465,0.310129,0.361056,0.493341,0.699971,0.662899,0.775364,1.02225,0.96692,1.366,-9419.1
1.08575,1.13147,1.30454,1.25027,1.47425,1.42421,1.3953,1.45179,1.46935,1.36532,1.40279,1.19227,1.1932,1.1537,1.01662,0.978666,0.869419,0.61169,0.42266,0.429245,0.1654,0.0920751,-0.0011944,-0.21314,-0.297158,-0.540716,-0.519896,-0.827653,-0.928942,-0.986366,-0.949685,-0.991611,-1.31068,-1.37439,-1.51727,-1.41161,-1.31162,-1.44311,-1.51591,-1.42112,-1.4805,-1.26325,-1.14971,-1.25538,-1.10776,-0.987892,-1.08289,-0.845855,-0.72539,-0.73068,-0.476707,-0.458037,-0.259064,-0.130442,0.0639054,0.27225,0.357564,0.354479,0.688955,0.706929,0.734905,0.773839,0.995303,1.09108,1.38129,-9423.45
1.08539,1.29125,1.17045,1.35779,1.40715,1.59025,1.52827,1.47386,1.30201,1.3572,1.36824,1.21012,1.17476,1.14024,1.10907,0.962042,0.791373,0.725477,0.582651,0.294157,0.207167,0.0941453,-0.110247,-0.121664,-0.451575,-0.450263,-0.595284,-0.713875,-0.772946,-0.814807,-0.89645,-1.1159,-1.14928,-1.28272,-1.10916,-1.20513,-1.42073,-1.30205,-1.25935,-1.40274,-1.43552,-1.35639,-1.32596,-1.19533,-1.2528,-1.22757,-0.836782,-0.728119,-0.738992,-0.664743,-0.572128,-0.327745,-0.315814,-0.0852363,0.0401676,0.164515,0.202521,0.412181,0.648816,0.705864,0.786474,0.92604,1.07035,1.03592,1.01097,-9413.64
1.07616,1.21274,1.2649,1.26802,1.34015,1.49679,1.59062,1.37995,1.40331,1.38637,1.32465,1.14517,1.29254,1.18537,1.15493,1.03228,0.834254,0.747679,0.468977,0.295596,0.194631,0.148581,-0.0479423,-0.106315,-0.431653,-0.440081,-0.530504,-0.633011,-0.708815,-0.85723,-0.933705,-0.988716,-1.12667,-1.19561,-1.09074,-1.2277,-1.38244,-1.27105,-1.24147,-1.52238,-1.52047,-1.4409,-1.31234,-1.16861,-1.21029,-1.07132,-0.942206,-0.781731,-0.76498,-0.667938,-0.410912,-0.355422,-0.252468,-0.145328,0.0567496,0.277682,0.246793,0.459683,0.741887,0.732364,0.832482,0.950647,1.04428,1.13805,0.859112,-9413.26
1.08472,1.14625,1.17843,1.33736,1.4803,1.4655,1.36233,1.43987,1.44557,1.30491,1.43795,1.1746,1.17364,1.1493,1.1175,0.843152,0.824815,0.67646,0.535864,0.354025,0.193996,0.0937741,-0.00298551,-0.171759,-0.346418,-0.553992,-0.488389,-0.469845,-0.757036,-0.807716,-0.855253,-0.938926,-1.08042,-1.18411,-1.09028,-1.14506,-1.18866,-1.21036,-1.11202,-1.29584,-1.34351,-1.26194,-1.36689,-1.18197,-1.12632,-1.13419,-0.986225,-0.802483,-0.7457,-0.543025,-0.526439,-0.325196,-0.189571,0.0175293,0.0759198,0.187767,0.351981,0.520559,0.522117,0.627786,0.750279,1.02146,1.06089,1.15309,1.29286,-9410.67
1.06899,1.31925,1.13388,1.43055,1.50175,1.52654,1.40571,1.35505,1.36485,1.38276,1.41314,1.14256,1.1786,1.14509,1.11664,0.844326,0.92922,0.751123,0.543073,0.379799,0.204852,0.117161,0.0231334,-0.183925,-0.317303,-0.49804,-0.540604,-0.630803,-0.766496,-0.844603,-0.751728,-0.902837,-1.1273,-1.09168,-1.12337,-1.24213,-1.29279,-1.13656,-1.35726,-1.25088,-1.29164,-1.34437,-1.29322,-1.29692,-1.19883,-1.09836,-0.934045,-0.792716,-0.611555,-0.525602,-0.534233,-0.348415,-0.251287,0.0484959,0.0996233,0.260116,0.151805,0.494304,0.575634,0.642814,0.821331,0.932297,0.997573,1.04692,1.31716,-9418.05
1.0935,1.09122,1.31033,1.1535,1.37163,1.58247,1.49998,1.55987,1.44171,1.41554,1.30855,1.2583,1.10257,1.18131,1.093,1.02471,0.605373,0.681276,0.474974,0.343663,0.217497,0.0943141,-0.1361,-0.330658,-0.426956,-0.45332,-0.574519,-0.698236,-0.748481,-0.898342,-0.960374,-1.0893,-1.10992,-1.25099,-1.30292,-1.30253,-1.22622,-1.4097,-1.30151,-1.43452,-1.49243,-1.32694,-1.35416,-1.18413,-1.02782,-0.930286,-0.775768,-0.725009,-0.814981,-0.636405,-0.386501,-0.444267,-0.219966,-0.12575,0.0243488,0.0549983,0.215381,0.460454,0.629216,0.664716,0.731772,0.844555,0.926054,1.15869,1.03039,-9420.28
1.0771,1.21009,1.11857,1.44048,1.5131,1.45099,1.38263,1.1934,1.2871,1.22004,1.23097,1.09607,1.23865,1.06172,1.01976,0.783912,0.926716,0.736835,0.63211,0.434813,0.300916,0.149034,0.0498811,-0.184042,-0.426864,-0.518044,-0.541129,-0.614741,-0.674335,-0.741185,-0.937517,-1.05564,-1.24538,-1.28121,-1.25938,-1.34513,-1.44956,-1.29563,-1.33422,-1.29999,-1.28967,-1.39638,-1.33224,-1.25825,-1.07179,-1.08978,-1.10106,-0.915909,-0.710658,-0.576734,-0.549468,-0.272168,-0.236797,0.0163587,0.0436257,0.338229,0.452475,0.501798,0.488356,0.654311,0.879704,1.04448,1.19616,1.12419,1.01034,-9416.8
1.08765,1.14565,1.30189,1.13948,1.34884,1.5096,1.38392,1.42109,1.37533,1.53568,1.3938,1.24313,1.07192,1.09569,0.944424,0.930851,0.584316,0.641421,0.422855,0.350363,0.232564,0.16723,0.0138216,-0.174439,-0.381941,-0.508595,-0.622015,-0.678338,-0.833985,-1.06527,-0.972955,-1.04143,-1.05467,-1.14596,-1.26708,-1.3692,-1.24548,-1.32818,-1.17307,-1.38715,-1.5282,-1.38364,-1.36687,-1.24656,-1.15889,-1.04076,-0.86251,-0.81054,-0.790729,-0.622817,-0.419966,-0.471451,-0.180774,0.0568544,0.258547,0.230462,0.250711,0.386802,0.671946,0.825689,0.840556,0.883262,0.999385,1.2479,1.24059,-9419.39
1.08292,1.41342,1.16843,1.44141,1.4727,1.41643,1.47428,1.44507,1.54929,1.24709,1.19786,1.10218,1.2625,1.12945,1.16477,0.946387,0.99528,0.731116,0.625885,0.431577,0.305263,0.114619,0.00188569,-0.189237,-0.455544,-0.61024,-0.627893,-0.740136,-0.774883,-0.760258,-0.885748,-0.927039,-1.2148,-1.39544,-1.24638,-1.21798,-1.31065,-1.22832,-1.36002,-1.32619,-1.28061,-1.30303,-1.18006,-1.12772,-0.983592,-1.06968,-1.12742,-0.997435,-0.837943,-0.650662,-0.601311,-0.224161,-0.200524,-0.0963817,-0.0931591,0.240177,0.481312,0.630145,0.539883,0.600281,0.794726,0.945296,1.03175,0.949766,1.41997,-9426.01
1.08529,1.20749,1.30268,1.17244,1.29218,1.42719,1.3263,1.285,1.19351,1.46037,1.42996,1.29617,1.1179,1.05473,0.859538,0.807807,0.575604,0.658631,0.549032,0.411384,0.19449,0.0891008,-0.125595,-0.327848,-0.453632,-0.555592,-0.658054,-0.674215,-0.773984,-0.995789,-0.938,-1.04116,-0.938514,-1.00938,-1.21758,-1.41034,-1.34165,-1.41508,-1.20275,-1.36176,-1.42742,-1.28332,-1.34997,-1.29755,-1.26706,-1.09902,-0.900959,-0.762694,-0.830985,-0.701226,-0.446049,-0.45037,-0.182212,0.0991376,0.220333,0.280107,0.202796,0.32086,0.563659,0.75124,0.743839,0.904171,1.02704,1.2929,1.21191,-9427.1
1.09654,1.28246,1.19789,1.3511,1.52897,1.57235,1.62333,1.46708,1.53992,1.39587,1.36481,1.22979,1.28617,1.14612,1.05816,0.78633,0.818837,0.637313,0.492322,0.383439,0.246796,0.0830557,0.083067,-0.102478,-0.403261,-0.503754,-0.511709,-0.635545,-0.816205,-0.888718,-0.924386,-0.838101,-1.13126,-1.40071,-1.29616,-1.19412,-1.30065,-1.25283,-1.35594,-1.3703,-1.37657,-1.39511,-1.29371,-1.26129,-1.04946,-1.09248,-1.0097,-0.865435,-0.721121,-0.585724,-0.527308,-0.272779,-0.331666,-0.255818,-0.0781929,0.297605,0.555168,0.606342,0.552541,0.556673,0.722451,0.774487,0.913915,0.881032,1.35484,-9422.64
1.07282,1.24835,1.23421,1.3148,1.30408,1.36184,1.23424,1.23911,1.26361,1.31024,1.23251,1.2292,1.15516,1.15852,1.12435,0.959359,0.819951,0.648512,0.569237,0.372325,0.228541,0.168015,-0.056242,-0.268804,-0.352922,-0.585202,-0.650258,-0.78375,-0.758023,-0.911309,-1.01699,-1.34894,-1.22109,-1.18319,-1.32631,-1.43165,-1.39052,-1.45821,-1.23031,-1.42565,-1.37891,-1.35036,-1.25541,-1.25874,-1.11298,-1.09515,-0.906972,-0.846586,-0.802704,-0.714923,-0.48429,-0.368414,-0.181729,0.147399,0.218214,0.17126,0.119664,0.316407,0.641272,0.723123,0.899391,1.03177,1.13194,1.32995,1.0412,-9422.5
1.08973,1.10306,1.12601,1.17763,1.44551,1.45067,1.62375,1.59361,1.48977,1.35697,1.36049,1.18824,1.25,1.11976,0.967347,0.865609,0.750529,0.767934,0.523586,0.369495,0.192412,-0.0160375,-0.0417416,-0.171825,-0.498475,-0.542545,-0.686869,-0.697369,-0.739268,-0.73111,-0.923658,-0.839185,-1.17935,-1.42757,-1.27428,-1.27481,-1.27956,-1.17449,-1.45874,-1.46034,-1.54908,-1.43869,-1.3849,-1.22357,-1.13086,-1.01504,-0.988389,-0.836108,-0.785846,-0.507891,-0.373825,-0.181809,-0.109229,-0.115588,-0.0242819,0.233317,0.425175,0.520405,0.448299,0.643148,0.758236,0.832592,0.947786,0.965796,1.20786,-9423.27
1.08511,1.10623,1.28246,1.27403,1.45819,1.42827,1.60128,1.50759,1.40383,1.40813,1.34023,1.15814,1.25851,1.01312,1.11781,0.691508,0.808271,0.674126,0.498399,0.355787,0.135337,0.00232946,-0.0994896,-0.176873,-0.361031,-0.516821,-0.692579,-0.7504,-0.798049,-0.836913,-0.759499,-0.886497,-1.08307,-1.20868,-1.29356,-1.23092,-1.27,-1.20808,-1.36763,-1.54315,-1.52473,-1.32506,-1.23222,-1.27043,-1.21212,-1.05587,-0.911559,-0.860956,-0.83633,-0.531102,-0.415435,-0.402389,-0.121181,-0.0696715,-0.0205552,0.240597,0.435393,0.498462,0.511103,0.57706,0.758976,0.790698,0.89335,0.930961,1.53564,-9425.62
1.0819,1.11557,1.06861,1.4185,1.4173,1.43591,1.40661,1.5073,1.49412,1.427,1.39447,1.17528,1.33104,1.03589,0.886885,0.880825,0.757256,0.74993,0.416966,0.309213,0.332639,0.0954243,0.0188815,-0.117565,-0.431928,-0.502499,-0.661372,-0.759297,-0.754853,-0.808037,-0.948351,-1.0069,-1.07026,-1.2529,-1.36487,-1.26529,-1.17101,-1.27529,-1.33202,-1.32602,-1.31827,-1.41838,-1.283,-1.22694,-1.23976,-1.17618,-1.10652,-0.896677,-0.743306,-0.418584,-0.361545,-0.373583,-0.232504,0.0788422,0.101759,0.364613,0.291374,0.504342,0.737631,0.711735,0.845267,0.892876,0.921569,1.21628,1.09487,-9421.51
1.09311,1.30762,1.4067,1.21546,1.4681,1.45572,1.40342,1.20588,1.29381,1.42712,1.26535,1.16441,1.01761,1.24591,1.20801,0.927398,0.796809,0.588993,0.561309,0.428963,0.246324,0.257748,0.0419606,-0.233732,-0.360858,-0.542183,-0.620481,-0.580754,-0.607128,-0.872013,-0.954497,-1.06064,-1.16186,-1.15994,-1.05951,-1.25167,-1.39945,-1.31681,-1.22111,-1.3965,-1.46046,-1.26656,-1.29065,-1.16205,-1.02075,-1.08704,-0.958546,-0.874102,-0.700501,-0.718089,-0.595109,-0.369325,-0.242954,-0.102951,0.306417,0.405713,0.539802,0.422562,0.314895,0.628941,0.794797,0.924105,1.04546,0.922614,1.24913,-9430.43
1.0801,1.13295,1.14511,1.26402,1.4421,1.41193,1.45487,1.32448,1.26791,1.34681,1.26938,1.23133,1.35352,1.04803,1.02485,1.01317,0.789783,0.72927,0.509165,0.398783,0.257897,0.053782,0.00203069,-0.0635541,-0.43374,-0.445228,-0.511418,-0.731946,-0.859639,-0.839902,-0.886244,-0.944813,-1.03083,-1.10116,-1.11427,-1.34741,-1.28588,-1.23661,-1.26564,-1.43528,-1.4094,-1.33318,-1.25672,-1.27926,-1.24217,-1.05331,-0.964279,-0.839453,-0.851671,-0.60365,-0.581193,-0.35071,-0.156081,-0.019978,-0.152485,0.248735,0.244363,0.400637,0.619288,0.634356,0.775921,1.03874,1.18051,1.20207,1.04903,-9415.28
1.07557,1.187,1.15464,1.11785,1.45781,1.4053,1.36981,1.30022,1.32049,1.3379,1.44062,1.20931,1.23357,1.2253,1.06735,1.08537,0.747036,0.661185,0.587464,0.422042,0.152598,0.0594156,-0.0507287,-0.208151,-0.457295,-0.41095,-0.428154,-0.69987,-0.773055,-0.851703,-0.936595,-0.962853,-0.986987,-1.21939,-1.20043,-1.14449,-1.38686,-1.3054,-1.22256,-1.3696,-1.42472,-1.26166,-1.25853,-1.29237,-1.1833,-1.15937,-1.00724,-0.824441,-0.779046,-0.564772,-0.534707,-0.318021,-0.0977826,0.0512161,0.14614,0.138052,0.23206,0.430139,0.630849,0.585661,0.69211,0.880215,1.12661,1.23362,0.998167,-9416.51
